rank,keyword,count
3126,임대료,2
3127,모의평가,2
3128,주관,2
3129,자료로,2
3130,대학에,2
3131,줄임,2
3132,세특,2
3133,생기부,2
3134,시설로,2
3135,코디네이터의,2
3136,처방에,2
3137,최소,2
3138,재능,2
3139,일방적,2
3140,성취,2
3141,고도화로,2
3142,억제,2
3143,학교공동화,2
3144,보호자의,2
3145,직장,2
3146,사립학교,2
3147,타운홀,2
3148,고충,2
3149,무상교육의,2
3150,실현함,2
3151,서울시·자치구,2
3152,평화의,2
3153,인력을,2
3154,배치하고,2
3155,sem,2
3156,근절을,2
3157,부진의,2
3158,학습진단,2
3159,현행,2
3160,플랫폼을,2
3161,우수한,2
3162,문화·예술,2
3163,중립성,2
3164,정치,2
3165,out,2
3166,강요,2
3167,ai로,2
3168,기업과,2
3169,대입까지,2
3170,ai진로진학,2
3171,제공3,2
3172,학생·교사,2
3173,윤리를,2
3174,낄끼빠빠,2
3175,현직,2
3176,점심밥,2
3177,문자,2
3178,그날,2
3179,교체,2
3180,기피학교를,2
3181,ai스마트,2
3182,사다리,2
3183,근거리,2
3184,밀착지원형,2
3185,형식적,2
3186,최신식,2
3187,학부모의회,2
3188,기준을,2
3189,학생권리의무조례,2
3190,특별교육,2
3191,방패,2
3192,안면인식,2
3193,셰프,2
3194,뷔페형,2
3195,자문단,2
3196,협의기구,2
3197,유아·초등,2
3198,행위,2
3199,평가제,2
3200,공시,2
3201,외고·자사고,2
3202,리터러시를,2
3203,서랍식,2
3204,공존학교,2
3205,지출,2
3206,교육청·서울시,2
3207,미래도전,2
3208,자산을,2
3209,구조를,2
3210,자본,2
3211,졸업생,2
3212,성공,2
3213,지도에,2
3214,법률·심리·행정,2
3215,교장·교감,2
3216,의존도를,2
3217,실험,2
3218,ai·기초학력,2
3219,교육행정으로,2
3220,중복사업,2
3221,문제해결,2
3222,연수체계,2
3223,ai윤리·디지털문해력,2
3224,디지털프리존,2
3225,낙인,2
3226,아동·청소년,2
3227,성장이,2
3228,입시가,2
3229,차원의,2
3230,정책용역,2
3231,국제적,2
3232,도시가,2
3233,세종을,2
3234,계획수립,2
3235,수요에,2
3236,마스터,2
3237,몰입도,2
3238,소모성,2
3239,의존,2
3240,연수비,2
3241,학생교육수당,2
3242,시행하는,2
3243,마련하는,2
3244,세종국제영어마을,2
3245,ai·ib,2
3246,체육중고등학교,2
3247,기본계획을,2
3248,부담교육부,2
3249,ai국제교육원,2
3250,협의를,2
3251,국제형,2
3252,기업·대학과,2
3253,초격차,2
3254,친화,2
3255,급식·간식비,2
3256,간식비,2
3257,학습용,2
3258,면책,2
3259,민원을,2
3260,면책특례제도,2
3261,운동,2
3262,esd,2
3263,외국어,2
3264,공정·투명한,2
3265,공동체와,2
3266,선진,2
3267,체육관,2
3268,정보화,2
3269,낮추는,2
3270,초등부터,2
3271,촘촘하고,2
3272,입시컨설팅,2
3273,건강검진,2
3274,스터디,2
3275,실현하는,2
3276,분산된,2
3277,관리까지,2
3278,상주하는,2
3279,실행,2
3280,연결되는,2
3281,연계망,2
3282,사각지대를,2
3283,익명,2
3284,이끌어,2
3285,돌봄학교,2
3286,울산교육청,2
3287,울산교육,2
3288,컨설팅을,2
3289,무료로,2
3290,일회성,2
3291,해소로,2
3292,귀가,2
3293,심야,2
3294,관제,2
3295,태블릿,2
3296,필수적인,2
3297,지원하겠습니다,2
3298,설계하는,2
3299,미래도,2
3300,민원이,2
3301,시청,2
3302,코스,2
3303,전체를,2
3304,하나의,2
3305,선사시대,2
3306,울산을,2
3307,살아있는,2
3308,셈하기,2
3309,플렛폼,2
3310,책임교사,2
3311,예술·체육,2
3312,대회,2
3313,제·개정,2
3314,사항은,2
3315,준비하여,2
3316,예방교육,2
3317,법률지원,2
3318,노후시설,2
3319,밀집,2
3320,한국어학교,2
3321,발달장애인,2
3322,민원에,2
3323,학생성장지원센터,2
3324,오직,2
3325,출동,2
3326,도약,2
3327,치유하는,2
3328,관찰,2
3329,범사회적,2
3330,경찰청,2
3331,담은,2
3332,전폭,2
3333,자율적,2
3334,대응하여,2
3335,견인,2
3336,모빌리티,2
3337,가정을,2
3338,최현배,2
3339,선생의,2
3340,계승,2
3341,외솔교육,2
3342,자주적,2
3343,한글도시,2
3344,설립으로,2
3345,의료비,2
3346,교명,2
3347,챗봇,2
3348,ai융합인재,2
3349,쓰는,2
3350,human,2
3351,활용해,2
3352,ai융합교육센터,2
3353,ai인천교육플랫폼,2
3354,인천을,2
3355,나누어,2
3356,도서,2
3357,학습을,2
3358,인권교육,2
3359,인천의,2
3360,알기,2
3361,배움학교,2
3362,몸·마음,2
3363,요구가,2
3364,척추측만증,2
3365,선제,2
3366,청소년기에,2
3367,마음의,2
3368,체육활동,2
3369,학생부터,2
3370,취득비,2
3371,투렛증후군,2
3372,adhd학생,2
3373,받지,2
3374,국가적,2
3375,학교나,2
3376,여건개선,2
3377,특별예산,2
3378,교육사업,2
3379,돌봄·교육,2
3380,양육,2
3381,무상급식,2
3382,제공으로,2
3383,추진합니다,2
3384,교육원,2
3385,교과에,2
3386,검수,2
3387,고발,2
3388,개방형,2
3389,성장지원금,2
3390,정책모델,2
3391,보장체계,2
3392,등굣길,2
3393,독립적,2
3394,감사관,2
3395,공직기강,2
3396,감사체계,2
3397,불요,2
3398,생활soc,2
3399,인천시민교육회의,2
3400,시민교육회의,2
3401,정례,2
3402,정규수업,2
3403,않음,2
3404,도서·산간,2
3405,통합특별시,2
3406,퍼스트펭귄,2
3407,동학,2
3408,교육부·국회,2
3409,측정,2
3410,결의,2
3411,시너지,2
3412,결정적,2
3413,이긴다,2
3414,인기,2
3415,이용률,2
3416,실시율,2
3417,처벌,2
3418,가동3년차,2
3419,억100,2
3420,광역시,2
3421,대학입시까지,2
3422,소버린,2
3423,연결하고,2
3424,취업·창업,2
3425,ai·에너지,2
3426,교육밸리,2
3427,지역으로,2
3428,주민과,2
3429,완성하는,2
3430,교육자치구,2
3431,지역교육과정,2
3432,세계시민교육의,2
3433,미래교육을,2
3434,진로·취업,2
3435,압도적,2
3436,시도민과,2
3437,통합교육청,2
3438,기본교육수당,2
3439,행복과,2
3440,짱짱하게,2
3441,불안을,2
3442,걷어내고,2
3443,믿고,2
3444,맡길,2
3445,공립특수학교,2
3446,고민을,2
3447,구축합니다,2
3448,진로·진학·취업,2
3449,책임상담제,2
3450,국제교육센터,2
3451,배포,2
3452,민간기업,2
3453,전북에서,2
3454,서비스를,2
3455,공동캠퍼스,2
3456,rise·anchor,2
3457,정부재정지원사업,2
3458,새만금,2
3459,살리기,2
3460,다변화,2
3461,교육·문화,2
3462,학교복합플랫폼,2
3463,직종화,2
3464,행안부,2
3465,꿈사다리,2
3466,설계형,2
3467,구조로,2
3468,외부재원,2
3469,새만금·전략산업,2
3470,교육재원,2
3471,마음껏,2
3472,행정업무로부터,2
3473,행정비서,2
3474,neis,2
3475,신규교사,2
3476,관리단,2
3477,수업연구,2
3478,안식학기제,2
3479,수업역량,2
3480,돌봄체계,2
3481,교육기본수당,2
3482,지방소멸대응기금,2
3483,농촌유학,2
3484,지역교육생태계,2
3485,런닝,2
3486,교감,2
3487,중·고등학생,2
3488,국가협력센터,2
3489,파견,2
3490,후·방학,2
3491,사전,2
3492,공평한,2
3493,포트폴리오를,2
3494,책임제를,2
3495,연구공동체,2
3496,성장교육,2
3497,마을교육,2
3498,사업의,2
3499,재구조화와,2
3500,학습권과,2
3501,전담센터,2
3502,원칙으로,2
3503,인력과,2
3504,실태조사를,2
3505,기초학력은,2
3506,보정,2
3507,시작하여,2
3508,재구조화하여,2
3509,진로교육을,2
3510,구축과,2
3511,자유학기제,2
3512,명확히,2
3513,대외협력,2
3514,현안,2
3515,정기적으로,2
3516,현안별,2
3517,점검과,2
3518,운영에,2
3519,퇴직교원,2
3520,충남도,2
3521,ai플랫폼,2
3522,입학지원금,2
3523,졸업반,2
3524,실천3,2
3525,아침·저녁,2
3526,천안,2
3527,차암중,2
3528,음봉고,2
3529,지방시대위원회,2
3530,충남교육청,2
3531,기계가,2
3532,사고력과,2
3533,에코,2
3534,cctv·ai,2
3535,장기재직휴가,2
3536,잉여,2
3537,전담대응팀,2
3538,재정비,2
3539,알리미,2
3540,내포·천안·아산,2
3541,최첨단,2
3542,운영합니다,2
3543,농어촌소규모학교,2
3544,해소와,2
3545,학업도약캠프,2
3546,문해력을,2
3547,질문탐구,2
3548,ai·과학·체육,2
3549,영재,2
3550,게임중독,2
3551,순차적으로,2
3552,교육균형,2
3553,과밀지역에,2
3554,사기진작과,2
3555,과밀지역,2
3556,미래이음,2
3557,부담도,2
3558,나다움,2
3559,상생계약제,2
3560,워킹,2
3561,스쿨버스,2
3562,학생마음건강진흥원,2
3563,미래배움터,2
3564,ai직업교육체험센터,2
3565,고입·대입,2
3566,진로진학상담실,2
3567,테마,2
3568,학습종합치유센터,2
3569,전문적으로,2
3570,ai학습이력,2
3571,마일리지,2
3572,성품,2
3573,ai모니터링,2
3574,종합지원센터,2
3575,모델의,2
3576,수당을,2
3577,ai행정,2
3578,반영하여,2
3579,다이음,2
3580,ai체험버스,2
3581,ai융합수업,2
3582,최신,2
3583,인공지능지수,2
3584,논리적,2
3585,자녀교육,2
3586,협력의,2
3587,농산촌,2
3588,희망하는,2
3589,부트,2
3590,졸업과,2
3591,자산운영사에,2
3592,안식년제,2
3593,보건교사,2
3594,제공되는,2
3595,대입지원단,2
3596,교육프로그램,2
3597,단계형,2
3598,상생교육,2
3599,안심학교,2
3600,폭넓게,1
3601,기초학력전담교사,1
3602,학습부진,1
3603,개인별·소그룹,1
3604,문해력·수리력을,1
3605,위대한,1
3606,명저,1
3607,greatbooks,1
3608,자신감,1
3609,학습장애,1
3610,학습역량을,1
3611,기초학력·심리정서·학습태도,1
3612,종합적,1
3613,프레임워크,1
3614,융합형,1
3615,평가는,1
3616,정교하게,1
3617,피드백은,1
3618,문해·수리력,1
3619,진단·보충,1
3620,과학적인,1
3621,총괄평가,1
3622,피드백,1
3623,치밀한,1
3624,대입·취업,1
3625,성공을,1
3626,고교에,1
3627,전문교사,1
3628,대학·공공기관,1
3629,전공탐구,1
3630,체계적인,1
3631,꿈과,1
3632,재능을,1
3633,학교마다,1
3634,학술·예체능·봉사,1
3635,동아리에,1
3636,열겠습니다,1
3637,선도하는,1
3638,ai고등학교,1
3639,k팝,1
3640,실용예술고등학교,1
3641,동계·해양체육고등학교,1
3642,이모빌리티,1
3643,의료·바이오,1
3644,교육·취업·정주로,1
3645,협약형,1
3646,미래성장,1
3647,진로특구,1
3648,진로지원센터,1
3649,진로강사,1
3650,교육문화관·도서관을,1
3651,동아리·진로활동·평생교육,1
3652,수리·과학,1
3653,관광·전통문화,1
3654,생태·평화,1
3655,청년이,1
3656,떠나지,1
3657,모이는,1
3658,지역인재성장협의회,1
3659,거점대학,1
3660,미래전략산업,1
3661,계약학과,1
3662,미래전환교육,1
3663,교육철학을,1
3664,ai·생태,1
3665,교육위원회,1
3666,학생·교직원,1
3667,ai유료,1
3668,계정,1
3669,ai교수·학습플랫폼,1
3670,ai역량·윤리,1
3671,온도,1
3672,낮추기,1
3673,회용,1
3674,플라스틱,1
3675,탄소중립·re100학교,1
3676,햇빛발전으로,1
3677,학생회,1
3678,학생의회,1
3679,학생자치역량,1
3680,해외봉사단,1
3681,세계시민의식,1
3682,만남에,1
3683,공신폰,1
3684,품격을,1
3685,예체능·문화,1
3686,입은,1
3687,예술가,1
3688,특색,1
3689,예술인,1
3690,문화예술센터,1
3691,기르겠습니다,1
3692,유치원·초등,1
3693,생존수영,1
3694,스키·자전거,1
3695,치과주치의제,1
3696,복합캠퍼스,1
3697,극복하겠습니다,1
3698,돌봄·도서관·체육·문화시설을,1
3699,저학년·고학년,1
3700,초중,1
3701,다름,1
3702,특별함,1
3703,문화예술단·체육단,1
3704,책임교육을,1
3705,ai동시통역,1
3706,병원학교,1
3707,치유·회복까지,1
3708,위기·갈등,1
3709,예방·상담,1
3710,대안교실,1
3711,유보·돌봄통합,1
3712,학교·지역아동센터·다함께돌봄·마음돌봄,1
3713,교육여건,1
3714,영유아기,1
3715,갈등관리,1
3716,경계,1
3717,교권이,1
3718,보장되고,1
3719,선생님에게,1
3720,연구할,1
3721,드리겠습니다,1
3722,ai행정도우미,1
3723,수업·생활교육,1
3724,전보·연구년·전직,1
3725,정장,1
3726,생활복으로,1
3727,바로30버스,1
3728,교육학,1
3729,노동의,1
3730,가치가,1
3731,존중되는,1
3732,비근무직종,1
3733,상시근무,1
3734,단시간,1
3735,생활임금,1
3736,노사,1
3737,단체협약,1
3738,지역경제를,1
3739,생산·유통,1
3740,물품,1
3741,구매제,1
3742,운동장·체육관,1
3743,가족형,1
3744,아파트,1
3745,정착형,1
3746,언제든,1
3747,평생학습사회를,1
3748,교직원·학부모·지역사회가,1
3749,상생협의회,1
3750,교육문화관·도서관,1
3751,평생교육시설,1
3752,학력·진로,1
3753,급변하는,1
3754,서비스의,1
3755,필요성,1
3756,시급,1
3757,유아기,1
3758,니즈,1
3759,데이터뱅크,1
3760,축적하여,1
3761,취약점을,1
3762,빅데이터로,1
3763,러닝메이트,1
3764,대학생과,1
3765,멘토링을,1
3766,변화하는,1
3767,세계에,1
3768,대응할,1
3769,단절,1
3770,여성과,1
3771,은퇴,1
3772,매니저를,1
3773,병행하여,1
3774,틈새를,1
3775,구축유,1
3776,치원,1
3777,다양화하고,1
3778,놀이터,1
3779,체육관을,1
3780,지원핵심,1
3781,소양인,1
3782,급별로,1
3783,지켜지고,1
3784,대응이,1
3785,절실함,1
3786,안정까지,1
3787,걸친,1
3788,인프라가,1
3789,요구됨,1
3790,자연환경과,1
3791,회복력을,1
3792,법률·심리,1
3793,전담팀이,1
3794,투입되어,1
3795,신속성과,1
3796,확보함과,1
3797,유아를,1
3798,진단·치료,1
3799,가동하여,1
3800,속의,1
3801,숲과,1
3802,이수한,1
3803,어르신들을,1
3804,할배·할매,1
3805,멘토단,1
3806,위촉하여,1
3807,후원자,1
3808,시스템의,1
3809,학령별,1
3810,집중관리위원회,1
3811,초저·초고·중·고,1
3812,사안을,1
3813,처리·관리하여,1
3814,가·피해,1
3815,치료를,1
3816,비밀정원,1
3817,곳곳에,1
3818,인용,1
3819,심리·정서적,1
3820,위험으로부터,1
3821,맘스,1
3822,스테이션,1
3823,이른,1
3824,아침과,1
3825,농축산물을,1
3826,커리어,1
3827,패스,1
3828,펼치는,1
3829,감소와,1
3830,유출을,1
3831,막기,1
3832,정주로,1
3833,고리,1
3834,요구,1
3835,여건이나,1
3836,학생이라면,1
3837,접하고,1
3838,마이스터,1
3839,의료기기,1
3840,핵심산업과,1
3841,실전형,1
3842,기업에서의,1
3843,적응력과,1
3844,크레딧,1
3845,연구실과,1
3846,접하기,1
3847,슈퍼컴퓨터,1
3848,이수할,1
3849,전문가와,1
3850,소그룹으로,1
3851,매칭하여,1
3852,현직자의,1
3853,노하우를,1
3854,전수받는,1
3855,기획부터,1
3856,실행까지,1
3857,수행해보는,1
3858,mobile,1
3859,tech,1
3860,탑재한,1
3861,지역이나,1
3862,입학제,1
3863,특성화고등학교에,1
3864,중학생이,1
3865,혜택을,1
3866,부여하여,1
3867,공고화,1
3868,진로지원,1
3869,업무는,1
3870,열정은,1
3871,업무와,1
3872,낮아진,1
3873,근본적으로,1
3874,개선해야,1
3875,적용할,1
3876,제도적·재정적,1
3877,뒷받침을,1
3878,가속화함,1
3879,법적·심리적,1
3880,위협,1
3881,마련이,1
3882,시급함,1
3883,행정의,1
3884,로만,1
3885,기능하도록,1
3886,구조적,1
3887,개혁,1
3888,전폭적,1
3889,연구에,1
3890,자율적으로,1
3891,전자칠판,1
3892,활용비,1
3893,민원·소송,1
3894,방어막,1
3895,개별적으로,1
3896,감당하기,1
3897,실효화,1
3898,보호받을,1
3899,장치를,1
3900,마련하고,1
3901,room,1
3902,분리하여,1
3903,대다수,1
3904,분리된,1
3905,돕고,1
3906,복귀할,1
3907,적응할,1
3908,교사와의,1
3909,적응기,1
3910,배제하고,1
3911,연구에만,1
3912,처리하고,1
3913,고충을,1
3914,지방자치와,1
3915,성장하고,1
3916,현장이,1
3917,과업이,1
3918,인구·산업과,1
3919,직결된,1
3920,생존,1
3921,전략이,1
3922,됨에,1
3923,필수적임,1
3924,분산과,1
3925,도교육청에,1
3926,유연하고,1
3927,자율적인,1
3928,극복하는,1
3929,수요가,1
3930,분야를,1
3931,구조와,1
3932,경쟁력이,1
3933,제도화하여,1
3934,전체가,1
3935,도교육청의,1
3936,춘천·원주·강릉,1
3937,권력을,1
3938,접수부터,1
3939,결과까지,1
3940,확인할,1
3941,실명제를,1
3942,진행의,1
3943,투명성을,1
3944,도민의,1
3945,위성학교,1
3946,허물고,1
3947,선택할,1
3948,온·오프라인이,1
3949,결합된,1
3950,캠퍼스를,1
3951,원격수업과,1
3952,병행하는,1
3953,강원도형,1
3954,이동형,1
3955,차량을,1
3956,정착할,1
3957,아이디어가,1
3958,곧바로,1
3959,생동감,1
3960,내일로,1
3961,증명하는,1
3962,기초학력의,1
3963,예방하고,1
3964,학생들의실질적인,1
3965,자기주도성을,1
3966,초1·2문해력·수리력,1
3967,책임학년제,1
3968,중학교부터,1
3969,매니지먼트,1
3970,호주,1
3971,평가체제,1
3972,바르게,1
3973,진심,1
3974,체계화하고,1
3975,기동대,1
3976,변호사·상담사·장학사,1
3977,현장체험학습지원센터,1
3978,학생활동,1
3979,재능이,1
3980,꽃피는,1
3981,체력을,1
3982,기를,1
3983,진로·예체능,1
3984,지역전략산업,1
3985,강원아이로,1
3986,사임당교육원,1
3987,강원문화예술교육원,1
3988,리뉴얼,1
3989,중·고교,1
3990,체력단련실,1
3991,피트니스·요가·댄스연습실,1
3992,넘어지지,1
3993,첫걸음,1
3994,홀로,1
3995,힘찬,1
3996,확충하여,1
3997,아동에게평등한,1
3998,무상유아교육,1
3999,원주,1
4000,유아·특수교육,1
4001,운영원,1
4002,확축,1
4003,안전은,1
4004,든든,1
4005,획기적인,1
4006,aicctv설치·등하교알림서비스,1
4007,중·석식,1
4008,현장체험학습을,1
4009,통학·급식·체험학습,1
4010,억울하지,1
4011,않은,1
4012,학생·교사·학부모,1
4013,아동학대,1
4014,갈등의,1
4015,억울한,1
4016,피해자가,1
4017,인권과,1
4018,교육권이,1
4019,학교폭력·교권침해,1
4020,cctv·안전시설·비상대응체계,1
4021,위기징후,1
4022,학교폭력전담교사,1
4023,공정성과,1
4024,학교안전·교권보호,1
4025,경찰·청소년기관,1
4026,한자교육,1
4027,동·서양,1
4028,고전,1
4029,수준에,1
4030,읽기·쓰기·문해력,1
4031,집중교육,1
4032,방과후·방학,1
4033,한자·독서·고전읽기,1
4034,학력진단,1
4035,보장사업,1
4036,대학·도서관·교육기관,1
4037,최초의,1
4038,지속가능성과,1
4039,지역·환경·문화·산업과,1
4040,외국어·ai·국제교류,1
4041,탄소중립·환경·생태·봉사활동,1
4042,영어·스페인어·베트남어,1
4043,전략외국어,1
4044,대학·기업·공공기관과,1
4045,환경·국제·미래교육,1
4046,교육공간,1
4047,극복과,1
4048,균형발전,1
4049,적정규모학교,1
4050,통학·기숙형,1
4051,유휴학교를,1
4052,문화·창업·교육복합공간으로,1
4053,특화산업과,1
4054,공동학구제,1
4055,재배치를,1
4056,지방소멸,1
4057,대응사업,1
4058,수익사업,1
4059,지역균형발전,1
4060,교육받는,1
4061,교육격차·돌봄격차·지역격차,1
4062,위기학생·다문화학생·특수교육,1
4063,이유로,1
4064,유보통합의,1
4065,강원gpt,1
4066,gangwon,1
4067,parent,1
4068,together,1
4069,삼척,1
4070,도계,1
4071,지역회생,1
4072,강원학생예술교육원,1
4073,설림,1
4074,학습·진로·심리,1
4075,통학·급식·교육활동,1
4076,지역사회·대학·복지기관,1
4077,교육안전망,1
4078,교육복지우선지원,1
4079,ai시대로,1
4080,활용하는,1
4081,쌓이는,1
4082,교육체제로,1
4083,한국교육을,1
4084,선도합니다,1
4085,경기ai교육원,1
4086,ai통합시스템,1
4087,진학자료,1
4088,ai에이전트,1
4089,학습·진로·문해력·정서·행정,1
4090,평가방식,1
4091,입시제도를,1
4092,창의력,1
4093,서술형,1
4094,입시제도,1
4095,sports,1
4096,play,1
4097,reading,1
4098,건강·감성,1
4099,감성을,1
4100,기초교육,1
4101,특성화고와,1
4102,이원화,1
4103,ai교육체제에,1
4104,다독다독,1
4105,경기독서,1
4106,이력제·진로이력제,1
4107,기초역량,1
4108,ai교육환경,1
4109,경기남부,1
4110,ai교육상생협력특별시,1
4111,경기북부,1
4112,ai고,1
4113,반도체고,1
4114,운영교,1
4115,agent4단계,1
4116,선도교사,1
4117,ai교육체제,1
4118,착수27년,1
4119,ai통합관리,1
4120,유사사업,1
4121,과학고는,1
4122,기지정,1
4123,권리의,1
4124,가르침의,1
4125,되찾는,1
4126,혼자,1
4127,방패가,1
4128,정치기본권·면책권,1
4129,고의·중과실,1
4130,없으면,1
4131,면책하는,1
4132,리프레시,1
4133,소송으로부터,1
4134,지켜,1
4135,행정업무부담,1
4136,완화로,1
4137,통합민원체계,1
4138,대한면책권,1
4139,국회,1
4140,협조,1
4141,만원으로,1
4142,복지포,1
4143,인트,1
4144,증액으로,1
4145,부족분,1
4146,보결수업,1
4147,재검토·폐지,1
4148,외유성,1
4149,보여주기,1
4150,강력,1
4151,안심보험·통합민원체계·보결수업체제,1
4152,전까지,1
4153,복지포인트를,1
4154,분부터,1
4155,낭비성·전시성,1
4156,무상통학으로,1
4157,편안한,1
4158,통학길,1
4159,책임집니다,1
4160,무상통학,1
4161,통학데이터,1
4162,개편으로,1
4163,통학거리,1
4164,북부·농촌,1
4165,스쿨존에서,1
4166,지웁니다,1
4167,무결점,1
4168,전동킥보드,1
4169,킥보,1
4170,드면허제,1
4171,주변,1
4172,그린오아시스,1
4173,자원봉사,1
4174,지역주민이,1
4175,걸어서,1
4176,등교,1
4177,공공의,1
4178,농촌지역,1
4179,에듀카,1
4180,수학여행·현장체험학습,1
4181,교통수단으로,1
4182,전동,1
4183,안전관리제도,1
4184,안전망으로,1
4185,구성27년,1
4186,추진28년,1
4187,대5구조로,1
4188,워킹스쿨버스는,1
4189,고용과,1
4190,교육자치로,1
4191,계급이,1
4192,두터운,1
4193,리더십이,1
4194,젊어집니다,1
4195,교장공모제로,1
4196,학생자치회,1
4197,백혈병소아암병원학교·시각장애인학교,1
4198,대안학교·이주배경,1
4199,안경·치과치료비,1
4200,실현으로,1
4201,정의로운,1
4202,공모제를,1
4203,교장이,1
4204,편성권,1
4205,운영권을,1
4206,갖는,1
4207,분리·설치,1
4208,상한제·광역학군제,1
4209,수업료,1
4210,조례안,1
4211,언어·기초학습·상담,1
4212,장학·멘토링·안경·치과치료,1
4213,도입27,1
4214,지자체에,1
4215,교육협력관을,1
4216,파견하여,1
4217,일반행정,1
4218,협치의,1
4219,경기교육,1
4220,일반행정의,1
4221,없애겠습니다,1
4222,씨앗교육펀드,1
4223,중1대상,1
4224,고3졸업시,1
4225,투자가,1
4226,이어집니다,1
4227,신나는,1
4228,일반행정과,1
4229,교육행정의,1
4230,중1학생에게,1
4231,씨앗펀드,1
4232,취업준비,1
4233,자기개발,1
4234,자금,1
4235,교육펀드,1
4236,중11인당,1
4237,학비지원금,1
4238,유관시설,1
4239,관리·개방,1
4240,파견으로,1
4241,정책연구·조례,1
4242,중1전면,1
4243,파견을,1
4244,예산협력,1
4245,기초지자체,1
4246,광역지자체,1
4247,대응투자로,1
4248,향상부터,1
4249,과학·예술·체육·외국어,1
4250,맞춤형으로,1
4251,다중학습안전망,1
4252,달하는,1
4253,학습지원튜터,1
4254,학습도약,1
4255,계절학기,1
4256,안착시킴,1
4257,기초학력지원센터를,1
4258,전문교원,1
4259,이어감,1
4260,이상으로,1
4261,굳힘,1
4262,에듀의,1
4263,학습플랫폼,1
4264,활용하며,1
4265,개국의,1
4266,주목받은,1
4267,수업설계안,1
4268,복제,1
4269,ai서·논술,1
4270,문항,1
4271,생성,1
4272,통합인증,1
4273,극대화한,1
4274,마무리,1
4275,성남,1
4276,이천,1
4277,부천,1
4278,로봇공학,1
4279,시흥,1
4280,바이오산업,1
4281,차질,1
4282,들어설,1
4283,경기미래체육고,1
4284,동계종목,1
4285,산업·외교,1
4286,닦아,1
4287,기배정,1
4288,고도화를,1
4289,과학·체육고,1
4290,설립은,1
4291,끌어내고,1
4292,편성으로,1
4293,교육물가,1
4294,잡겠습니다,1
4295,교복비,1
4296,운전면허증,1
4297,자율교복,1
4298,합의로,1
4299,자율복장을,1
4300,도입한,1
4301,고양,1
4302,정발고,1
4303,브랜딩,1
4304,비정장형,1
4305,채택한,1
4306,화성,1
4307,동탄중,1
4308,자율의,1
4309,긍정적,1
4310,효과를,1
4311,도내로,1
4312,경직된,1
4313,조례를,1
4314,정비하여,1
4315,단체복을,1
4316,운영하지,1
4317,일상복,1
4318,품목,1
4319,떠오른,1
4320,교과목을,1
4321,비롯해,1
4322,서강대,1
4323,성균관대,1
4324,국립과천과학관,1
4325,생기부에,1
4326,반영시켜,1
4327,대체재로,1
4328,자동화하는,1
4329,구축해,1
4330,고3사회진출역량개발,1
4331,마친,1
4332,고3학생들에게,1
4333,어학,1
4334,한국사,1
4335,시험,1
4336,잠자는,1
4337,교실을,1
4338,성공적인,1
4339,기존의,1
4340,경기공유학교의,1
4341,기확보,1
4342,예산에,1
4343,활용하고,1
4344,교육비특별회계로,1
4345,흔들림,1
4346,이어가겠습니다,1
4347,방패막이,1
4348,보통,1
4349,기록한,1
4350,전화,1
4351,통으로,1
4352,공제회,1
4353,교권전담상담사,1
4354,번에,1
4355,받게,1
4356,방어,1
4357,예방부터,1
4358,순간에,1
4359,떠올리고,1
4360,기댈,1
4361,심리지원,1
4362,마음8787,1
4363,개통된,1
4364,셀프,1
4365,pc·모바일,1
4366,qr코드로,1
4367,초기상담과,1
4368,심리검사를,1
4369,스트레스,1
4370,고위험군은,1
4371,경기교권보호지원센터의,1
4372,마음회복,1
4373,치유망,1
4374,온전히,1
4375,교육과정과,1
4376,지도에만,1
4377,에너지를,1
4378,쏟을,1
4379,교원들이,1
4380,재충전할,1
4381,에듀라운지,1
4382,마음8787플랫폼,1
4383,구축에,1
4384,투입된,1
4385,근간으로,1
4386,확대는,1
4387,운영비와,1
4388,목적사업비를,1
4389,실효적으로,1
4390,섹터,1
4391,최다,1
4392,다문화학생이,1
4393,공교육에,1
4394,학생들과,1
4395,한국어를,1
4396,소통할,1
4397,kls3섹터,1
4398,보급하고,1
4399,경기안산국제학교의,1
4400,완수,1
4401,허브화,1
4402,계승해,1
4403,개원한,1
4404,특수교육원을,1
4405,컨트롤타워로,1
4406,삼아,1
4407,경기형학생맞춤통합지원,1
4408,복합위기,1
4409,전화만,1
4410,하면,1
4411,사후관리,1
4412,kls고도화,1
4413,경기안산국제학교,1
4414,특교와,1
4415,규모의,1
4416,지속적으로,1
4417,편성하고,1
4418,유지를,1
4419,뒷받침할,1
4420,인성이,1
4421,경쟁력입니다,1
4422,상호존중,1
4423,극복하고,1
4424,제정된,1
4425,서로의,1
4426,존중하며,1
4427,책임까지,1
4428,다짐하는,1
4429,선포식을,1
4430,정례화하여,1
4431,창의역량교육,1
4432,ai중점학교,1
4433,확산시키고,1
4434,디지털시민교육,1
4435,자료를,1
4436,잘못된,1
4437,판별과,1
4438,기기의,1
4439,예방망,1
4440,시절,1
4441,인성의,1
4442,탄탄히,1
4443,조성의,1
4444,일환으로,1
4445,지원망을,1
4446,육아종합지원센터,1
4447,예술치료와,1
4448,감정코칭,1
4449,다각화하여,1
4450,영유아의,1
4451,문제를,1
4452,최종,1
4453,선포식,1
4454,사업에,1
4455,배정된,1
4456,파이프라인을,1
4457,유지하며,1
4458,국가지원금에,1
4459,실효적인,1
