keyword,count,pledgeCount,candidateCount,candidateRate,countPerCandidate,score,electedCount,electedPledgeCount,electedCandidateCount,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount
미미함,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미반영,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미발굴,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미발표,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미배차,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미불용지,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미비,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미사강변고,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미사지구,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미산,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미산입,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미생물공유,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미생물응용,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미섕물,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미선정자,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미성,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미성동,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미세먼지나,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미세살수,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미세정비,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미션,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미수금,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미수령,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미술관클러스터,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미술도서관,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미술인,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미술품,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미숭산자연휴양림,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미쉐린,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미슐랭,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미식공방,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미식관광벨트,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미식관쾅,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미식창업,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미식체험관,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미식항,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미식형,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미신청,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미용사,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미용의료,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미운행,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미이전,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미적용분야,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미정비,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미조직,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미준수,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미증명,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미집행,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미집행된,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미쳐,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미침,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미평지구,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미포,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미포국가산단,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미해결,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미호대교,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미혼,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미화,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
미화원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
미확보,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
믹스위원회,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간개발사업자,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간개방,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간건설,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간건설사,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간공모사업,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간기,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간기술,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간단체,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간도서관,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간동물병원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간매칭,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간발주,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간복지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간복지기관,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간복합개발,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간부분에서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간분양,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간사업비,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간사업화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간상업시설,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간업자,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간업체,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간에,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간에서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간예술단체,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간위탁기관,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간임대주택,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간자금조달,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간자본유치,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간전문업체,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간전용활주,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간정비사업이므,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간종합병원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간참여자,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간추진사업,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간취업,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간카페리,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간컨소시엄,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간택배,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간택지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간투자금,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간투자노선,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간투자자와,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간협력기금,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간회사,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민간후원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민간pf,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민과,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민관산학,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민관정책협의체,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민관협력모델,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민관협력위원회,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민관협력체계,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민국,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
民軍,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민군상생,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민들,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민락동,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민락수변공원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민박시설,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민박협의체,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민법,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민사유치,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민생경제회복위원회,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민생공약,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민생먹거리,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민생안정,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민생에너지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민생위기,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민생정책,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민생합천,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민생행정,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민생혁명,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민생회복정책,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민속예술,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민속lpc,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민심,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민영,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민영주택,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원개선,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원공간,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원담당,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원담당자,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원도우미,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원도우미등,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원별,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원봉사실,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원부서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민원분류기준표,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원서비스제,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원시스템,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원업무,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원예약제,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민원이음er콜,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원접수,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원주치,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민원창구,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원처리기한,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원처리시스템,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원해결,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민원해결형,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민원후견,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민일정,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민자고속,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민자도로라,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민자사업비,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민자중심,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민자투자,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민자투자조성,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민자spc,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민주거리,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민주공원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민주공화국,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민주교육,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민주시민교육센터,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민주정신,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민주주의,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민주주의강화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민주화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민주화운동기념공원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민중의술,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민중의술제도화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
민중혁명,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
민항,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
民會,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
믿음행정,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
밀가루,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
밀밭단지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
밀실행정,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
밀양강,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
밀양캠퍼스,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
밀양형,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
밀어붙이고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
밀원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
밀원숲,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
밀집한,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
밀집해있,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
밀착관리,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
밀착복지,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
밀착지원체계,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
밀착한,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
밀착행정,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
밀착화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
및농어촌,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
및앵커기업,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
및위험,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
및hf,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바가지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바가지요금,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바꾸겠다,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바꾸고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바꾸기,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바꾸어,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바꿀,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바꿀수,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바꿔야,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바뀌어,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바뀔,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바나나,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바나나보트,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바닐라,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바다도서관,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바다숲,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바다인,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바다패스,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바다환경,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바닥경관조명,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바닥신호등,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바닥재,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바닥충격음,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바닷,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바둑판,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바라,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바라고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바라보고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바라보며,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바람마,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바람소득,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바람소득정책,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바람연금형,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바람의언덕,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바람직,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바람직하지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바로개선,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바로내집,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바로민원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바로바로서비스,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바로연결,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바로잡고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바로잡기,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바르게,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바른,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바리스타,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바우처형,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바이어,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바이오가스활용,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바이오과학기술,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바이오기술연구소,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바이오도시,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바이오랩스,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바이오메디컬,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바이오벤처기업,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바이오산업단지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바이오산업특구,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바이오스퀘어,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바이오스타,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바이오차,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바이오파운드리,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바이탈,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
바지락브랜드화,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
바탕으로한,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
박달동,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
박달스마트시티,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
박람회장,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
박물관장,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
박사,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
박사로서,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
박스,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
박스화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
박제된,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
밖에서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
밖으,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반값기숙사,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반값생활비,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반값택배,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반나절,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반납되,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반다비체육센터,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반달섬,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반대급부,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반도체고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반도체국가산단과일반산단,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반도체기술원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반도체대학원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반도체부품산업,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반도체중심,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반도체클러스터,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반도체특별법,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반등기반,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반딧불,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반딧불축제,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반려가족에겐,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반려공원,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반려동,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반려동물기관유치,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반려동물테마파크,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반려동식물복지센터,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반려묘,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반려문화친화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반려산업,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반려쉼터,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반려없,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반려인들,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반려인프라,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반려친화,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반룡,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반발,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반별,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반복민원,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반복수요,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반복신고,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반복하지,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반복행정,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반부패,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반사안전팔찌,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반석역,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반송,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반시,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반야월,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반에서,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반영돼야,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반영시킨다,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반영여부,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반영제,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반영하지,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반영협조,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반월공단,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반월국가산단,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반월호수,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반을지원하,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반응,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반응하,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반응형,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반전,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반조리,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반쪽공사,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반쪽짜리,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반찬나눔,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반찬배송,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반찬제공,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반출,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반칙,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반포,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반포면,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반포천,1,1,1,0.0016,0.0016,2.3531,1,1,1,0,0,0
반하,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반환공여구역인,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
반환보증,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
받거나,1,1,1,0.0016,0.0016,2.3531,0,0,0,1,1,1
