keyword,count,pledgeCount,candidateCount,candidateRate,countPerCandidate,score,electedCount,electedPledgeCount,electedCandidateCount,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount
강북횡단선,21,12,11,0.0172,0.0329,7.9562,7,7,7,14,5,4
산불,21,12,11,0.0172,0.0329,7.9562,12,6,6,9,6,5
케어,40,36,36,0.0563,0.0626,7.9552,17,15,15,23,21,21
담양형,11,5,2,0.0031,0.0172,7.955,4,2,1,7,3,1
장수형,11,5,2,0.0031,0.0172,7.955,3,2,1,8,3,1
렛츠런파크,11,4,2,0.0031,0.0172,7.955,1,1,1,10,3,1
이것,11,4,2,0.0031,0.0172,7.955,0,0,0,11,4,2
tk신공항,11,4,2,0.0031,0.0172,7.955,2,1,1,9,3,1
가창,11,2,2,0.0031,0.0172,7.955,2,1,1,9,1,1
남해읍,11,2,2,0.0031,0.0172,7.955,5,1,1,6,1,1
걱정,36,31,30,0.0469,0.0563,7.9542,19,15,14,17,16,16
사는,36,31,30,0.0469,0.0563,7.9542,19,15,15,17,16,15
관광산업,36,30,30,0.0469,0.0563,7.9542,18,13,13,18,17,17
벤처,27,19,18,0.0282,0.0423,7.9498,12,10,10,15,9,8
만든다,20,17,10,0.0156,0.0313,7.9493,12,9,5,8,8,5
농촌기본소득,20,11,10,0.0156,0.0313,7.9493,8,4,4,12,7,6
햇빛소득,20,11,10,0.0156,0.0313,7.9493,8,6,5,12,5,5
개항,20,10,10,0.0156,0.0313,7.9493,14,7,7,6,3,3
공항경제권,17,9,7,0.011,0.0266,7.9484,12,5,5,5,4,2
금강,17,7,7,0.011,0.0266,7.9484,7,4,4,10,3,3
시립,17,7,7,0.011,0.0266,7.9484,8,3,3,9,4,4
미래세대,33,28,26,0.0407,0.0516,7.9425,18,16,14,15,12,12
유치원,33,26,26,0.0407,0.0516,7.9425,13,9,9,20,17,17
해양관광,33,26,26,0.0407,0.0516,7.9425,10,9,9,23,17,17
질을,41,40,38,0.0595,0.0642,7.9418,19,19,18,22,21,20
따뜻한,41,39,38,0.0595,0.0642,7.9418,21,20,19,20,19,19
가시화,30,27,22,0.0344,0.0469,7.9391,9,9,8,21,18,14
유네스코,30,22,22,0.0344,0.0469,7.9391,15,10,10,15,12,12
가속화,39,35,35,0.0548,0.061,7.9362,14,14,14,25,21,21
키우,35,31,29,0.0454,0.0548,7.9354,11,11,9,24,20,20
앵커,35,30,29,0.0454,0.0548,7.9354,9,9,9,26,21,20
든든한,37,34,32,0.0501,0.0579,7.9337,23,22,20,14,12,12
명소,37,33,32,0.0501,0.0579,7.9337,18,14,14,19,19,18
접근,37,33,32,0.0501,0.0579,7.9337,14,13,12,23,20,20
치료,37,32,32,0.0501,0.0579,7.9337,15,13,13,22,19,19
특별조정교부금,26,25,17,0.0266,0.0407,7.9336,12,11,7,14,14,10
법령,26,22,17,0.0266,0.0407,7.9336,6,5,5,20,17,12
휴식공간,26,18,17,0.0266,0.0407,7.9336,12,8,7,14,10,10
밀집,32,29,25,0.0391,0.0501,7.9236,12,11,9,20,18,16
고령층,32,28,25,0.0391,0.0501,7.9236,15,12,12,17,16,13
편의성,32,27,25,0.0391,0.0501,7.9236,15,13,11,17,14,14
국립,32,26,25,0.0391,0.0501,7.9236,15,12,12,17,14,13
요금,29,23,21,0.0329,0.0454,7.9209,5,5,5,24,18,16
골프장,29,21,21,0.0329,0.0454,7.9209,14,11,11,15,10,10
첨단산업단지,29,21,21,0.0329,0.0454,7.9209,14,8,8,15,13,13
협력해,25,21,16,0.025,0.0391,7.9172,6,6,6,19,15,10
도서,25,20,16,0.025,0.0391,7.9172,17,14,11,8,6,5
자부담,25,18,16,0.025,0.0391,7.9172,13,7,6,12,11,10
살리기,25,17,16,0.025,0.0391,7.9172,10,8,7,15,9,9
찾는,38,37,34,0.0532,0.0595,7.9166,13,13,13,25,24,21
분야별,38,35,34,0.0532,0.0595,7.9166,21,18,18,17,17,16
고시,34,32,28,0.0438,0.0532,7.9159,17,17,15,17,15,13
요청,34,32,28,0.0438,0.0532,7.9159,12,11,10,22,21,18
고려,34,31,28,0.0438,0.0532,7.9159,9,8,7,25,23,21
신뢰,34,31,28,0.0438,0.0532,7.9159,10,9,8,24,22,20
현실화,34,30,28,0.0438,0.0532,7.9159,10,10,10,24,20,18
수익금,34,29,28,0.0438,0.0532,7.9159,13,11,11,21,18,17
의료서비스,34,29,28,0.0438,0.0532,7.9159,15,14,13,19,15,15
도시재생사업,36,34,31,0.0485,0.0563,7.9141,15,15,14,21,19,17
다각화,31,30,24,0.0376,0.0485,7.9041,17,17,13,14,13,11
중복,31,28,24,0.0376,0.0485,7.9041,8,6,6,23,22,18
모바일,31,25,24,0.0376,0.0485,7.9041,18,12,12,13,13,12
과학,31,24,24,0.0376,0.0485,7.9041,12,8,8,19,16,16
시군,28,26,20,0.0313,0.0438,7.9021,12,12,8,16,14,12
유기적,28,25,20,0.0313,0.0438,7.9021,15,14,10,13,11,10
촉구,28,22,20,0.0313,0.0438,7.9021,7,7,5,21,15,15
공실,28,21,20,0.0313,0.0438,7.9021,8,7,7,20,14,13
마무리,28,21,20,0.0313,0.0438,7.9021,11,9,9,17,12,11
교부세,24,22,15,0.0235,0.0376,7.9008,12,11,10,12,11,5
후속,24,17,15,0.0235,0.0376,7.9008,13,9,9,11,8,6
숲길,24,16,15,0.0235,0.0376,7.9008,14,9,8,10,7,7
어려운,33,30,27,0.0423,0.0516,7.8959,10,10,9,23,20,18
단절,33,29,27,0.0423,0.0516,7.8959,9,8,7,24,21,20
컨트롤타워,33,29,27,0.0423,0.0516,7.8959,16,15,13,17,14,14
전수조사,33,28,27,0.0423,0.0516,7.8959,6,5,5,27,23,22
복지관,33,27,27,0.0423,0.0516,7.8959,14,10,10,19,17,17
세무,23,17,14,0.0219,0.036,7.8843,5,4,4,18,13,10
신중년,23,17,14,0.0219,0.036,7.8843,16,10,7,7,7,7
첨단기업,23,16,14,0.0219,0.036,7.8843,11,9,9,12,7,5
복합시설,30,24,23,0.036,0.0469,7.884,14,11,10,16,13,13
스마트시티,30,24,23,0.036,0.0469,7.884,14,12,11,16,12,12
저렴한,30,24,23,0.036,0.0469,7.884,14,11,10,16,13,13
확보된,27,25,19,0.0297,0.0423,7.8828,9,9,6,18,16,13
심사,27,21,19,0.0297,0.0423,7.8828,10,9,8,17,12,11
재해,27,20,19,0.0297,0.0423,7.8828,13,11,11,14,9,8
중기부,36,34,32,0.0501,0.0563,7.8756,9,8,7,27,26,25
자립형,32,28,26,0.0407,0.0501,7.8752,11,11,10,21,17,16
이벤트,32,26,26,0.0407,0.0501,7.8752,7,7,7,25,19,19
단체,34,31,29,0.0454,0.0532,7.873,15,14,14,19,17,15
통합지원,34,30,29,0.0454,0.0532,7.873,21,19,18,13,11,11
수도,34,29,29,0.0454,0.0532,7.873,7,7,7,27,22,22
직통,22,14,13,0.0203,0.0344,7.8679,5,5,5,17,9,8
지방소득세,12,7,3,0.0047,0.0188,7.8644,12,7,3,0,0,0
공여지,12,6,3,0.0047,0.0188,7.8644,4,2,2,8,4,1
마사회,12,5,3,0.0047,0.0188,7.8644,1,1,1,11,4,2
금호강,12,4,3,0.0047,0.0188,7.8644,5,2,1,7,2,2
관악산,12,3,3,0.0047,0.0188,7.8644,11,2,2,1,1,1
참외,12,3,3,0.0047,0.0188,7.8644,11,2,2,1,1,1
전시성,29,27,22,0.0344,0.0454,7.8633,9,7,5,20,20,17
농식품부,29,26,22,0.0344,0.0454,7.8633,8,8,8,21,18,14
이재명,29,26,22,0.0344,0.0454,7.8633,11,9,9,18,17,13
부부,29,24,22,0.0344,0.0454,7.8633,9,7,6,20,17,16
세출,26,25,18,0.0282,0.0407,7.8631,18,17,11,8,8,7
총력,26,23,18,0.0282,0.0407,7.8631,14,13,9,12,10,9
고속철,26,20,18,0.0282,0.0407,7.8631,11,7,7,15,13,11
문화공간,37,36,34,0.0532,0.0579,7.8605,15,14,12,22,22,22
경제도시,37,34,34,0.0532,0.0579,7.8605,24,21,21,13,13,13
품격,35,31,31,0.0485,0.0548,7.854,17,15,15,18,16,16
설비,31,28,25,0.0391,0.0485,7.8538,9,9,9,22,19,16
최적화,31,27,25,0.0391,0.0485,7.8538,9,9,8,22,18,17
주민의견,21,18,12,0.0188,0.0329,7.8519,5,5,4,16,13,8
내륙,21,16,12,0.0188,0.0329,7.8519,9,6,4,12,10,8
평화경제특구,21,16,12,0.0188,0.0329,7.8519,10,9,6,11,7,6
복합문화센터,21,14,12,0.0188,0.0329,7.8519,14,9,7,7,5,5
지붕,21,14,12,0.0188,0.0329,7.8519,4,4,4,17,10,8
인권,21,13,12,0.0188,0.0329,7.8519,4,4,4,17,9,8
산후조리,21,12,12,0.0188,0.0329,7.8519,12,6,6,9,6,6
수상레저,21,12,12,0.0188,0.0329,7.8519,4,2,2,17,10,10
접종,21,12,12,0.0188,0.0329,7.8519,14,8,8,7,4,4
차원,33,31,28,0.0438,0.0516,7.8514,12,12,11,21,19,17
고령자,33,29,28,0.0438,0.0516,7.8514,16,14,13,17,15,15
떠나지,33,28,28,0.0438,0.0516,7.8514,13,10,10,20,18,18
공사비,25,18,17,0.0266,0.0391,7.8428,11,7,6,14,11,11
발표,25,18,17,0.0266,0.0391,7.8428,15,9,8,10,9,9
시청,25,18,17,0.0266,0.0391,7.8428,11,7,6,14,11,11
영어,25,18,17,0.0266,0.0391,7.8428,11,6,6,14,12,11
터미널,25,18,17,0.0266,0.0391,7.8428,9,8,7,16,10,10
산업부,28,24,21,0.0329,0.0438,7.8419,11,9,7,17,15,14
환류,28,23,21,0.0329,0.0438,7.8419,7,6,6,21,17,15
매니저,28,22,21,0.0329,0.0438,7.8419,16,11,11,12,11,10
자치,28,22,21,0.0329,0.0438,7.8419,11,11,10,17,11,11
발전사업,28,21,21,0.0329,0.0438,7.8419,14,10,10,14,11,11
차별,28,21,21,0.0329,0.0438,7.8419,8,6,6,20,15,15
분류,20,16,11,0.0172,0.0313,7.8364,10,9,5,10,7,6
전주기,20,13,11,0.0172,0.0313,7.8364,5,4,4,15,9,7
고밀,20,12,11,0.0172,0.0313,7.8364,11,6,6,9,6,5
농어업,20,11,11,0.0172,0.0313,7.8364,12,6,6,8,5,5
대응하,34,32,30,0.0469,0.0532,7.8318,12,10,10,22,22,20
둘레길,30,25,24,0.0376,0.0469,7.8317,17,15,14,13,10,10
기숙사,30,24,24,0.0376,0.0469,7.8317,11,11,11,19,13,13
아카데미,30,24,24,0.0376,0.0469,7.8317,11,10,10,19,14,14
빅데이터,32,30,27,0.0423,0.0501,7.8291,14,13,11,18,17,16
대출,32,29,27,0.0423,0.0501,7.8291,13,12,11,19,17,16
모이,32,28,27,0.0423,0.0501,7.8291,8,8,8,24,20,19
인해,24,21,16,0.025,0.0376,7.8219,6,5,5,18,16,11
대통령,24,19,16,0.025,0.0376,7.8219,9,7,7,15,12,9
전국대회,24,18,16,0.025,0.0376,7.8219,14,9,9,10,9,7
이용료,24,16,16,0.025,0.0376,7.8219,14,9,9,10,7,7
공영화,19,10,10,0.0156,0.0297,7.8219,1,1,1,18,9,9
농정,19,10,10,0.0156,0.0297,7.8219,4,2,2,15,8,8
자문,27,24,20,0.0313,0.0423,7.8197,18,15,12,9,9,8
먼저,27,22,20,0.0313,0.0423,7.8197,14,10,8,13,12,12
문화행사,27,22,20,0.0313,0.0423,7.8197,7,5,5,20,17,15
카지노,13,5,4,0.0063,0.0203,7.8186,5,2,2,8,3,2
먼섬지원,9,5,1,0.0016,0.0141,7.8167,9,5,1,0,0,0
영종e음,9,3,1,0.0016,0.0141,7.8167,0,0,0,9,3,1
황금시장,9,3,1,0.0016,0.0141,7.8167,0,0,0,9,3,1
이리역,9,2,1,0.0016,0.0141,7.8167,0,0,0,9,2,1
동작타워,9,1,1,0.0016,0.0141,7.8167,9,1,1,0,0,0
부천역,9,1,1,0.0016,0.0141,7.8167,0,0,0,9,1,1
오미자,9,1,1,0.0016,0.0141,7.8167,9,1,1,0,0,0
연차적,18,18,9,0.0141,0.0282,7.809,10,10,5,8,8,4
자산형성,18,12,9,0.0141,0.0282,7.809,5,5,5,13,7,4
임시,18,10,9,0.0141,0.0282,7.809,11,3,3,7,7,6
임업,18,10,9,0.0141,0.0282,7.809,8,4,4,10,6,5
이용할,33,32,29,0.0454,0.0516,7.8088,11,11,11,22,21,18
활기찬,33,31,29,0.0454,0.0516,7.8088,18,17,17,15,14,12
보건,33,29,29,0.0454,0.0516,7.8088,13,13,13,20,16,16
합동,33,29,29,0.0454,0.0516,7.8088,11,10,10,22,19,19
부족한,29,26,23,0.036,0.0454,7.8088,15,12,10,14,14,13
집적,29,26,23,0.036,0.0454,7.8088,18,16,13,11,10,10
검증,29,25,23,0.036,0.0454,7.8088,7,7,7,22,18,16
결제,29,25,23,0.036,0.0454,7.8088,12,11,11,17,14,12
의료체계,29,23,23,0.036,0.0454,7.8088,6,6,6,23,17,17
교체,31,28,26,0.0407,0.0485,7.8059,12,12,11,19,16,15
보고,31,27,26,0.0407,0.0485,7.8059,15,13,12,16,14,14
청년일자리,31,27,26,0.0407,0.0485,7.8059,10,8,8,21,19,18
중점,23,23,15,0.0235,0.036,7.8006,10,10,6,13,13,9
재정지원,23,22,15,0.0235,0.036,7.8006,8,8,5,15,14,10
tf팀,23,20,15,0.0235,0.036,7.8006,7,6,6,16,14,9
등록,23,17,15,0.0235,0.036,7.8006,5,5,4,18,12,11
재산세,23,17,15,0.0235,0.036,7.8006,10,5,5,13,12,10
마을공동체,23,16,15,0.0235,0.036,7.8006,17,10,9,6,6,6
자원순환,23,16,15,0.0235,0.036,7.8006,11,8,8,12,8,7
박물관,23,15,15,0.0235,0.036,7.8006,5,5,5,18,10,10
둘째,17,13,8,0.0125,0.0266,7.7983,1,1,1,16,12,7
대학원,17,9,8,0.0125,0.0266,7.7983,5,4,3,12,5,5
신도심,17,9,8,0.0125,0.0266,7.7983,3,3,3,14,6,5
청년친화도시,17,8,8,0.0125,0.0266,7.7983,16,7,7,1,1,1
내포신도시,14,10,5,0.0078,0.0219,7.7971,9,6,3,5,4,2
마산,14,8,5,0.0078,0.0219,7.7971,11,5,2,3,3,3
시가,14,8,5,0.0078,0.0219,7.7971,6,3,2,8,5,3
북한산,14,6,5,0.0078,0.0219,7.7971,3,3,3,11,3,2
서대구역,14,6,5,0.0078,0.0219,7.7971,6,1,1,8,5,4
식물원,14,5,5,0.0078,0.0219,7.7971,2,2,2,12,3,3
최대한,26,24,19,0.0297,0.0407,7.7968,8,7,6,18,17,13
농특산물,26,22,19,0.0297,0.0407,7.7968,10,8,7,16,14,12
선별,26,22,19,0.0297,0.0407,7.7968,12,11,10,14,11,9
미래농업,26,21,19,0.0297,0.0407,7.7968,20,16,14,6,5,5
재추진,26,21,19,0.0297,0.0407,7.7968,13,11,10,13,10,9
농수산물,26,20,19,0.0297,0.0407,7.7968,7,6,6,19,14,13
코딩,26,20,19,0.0297,0.0407,7.7968,4,4,4,22,16,15
정체성,26,19,19,0.0297,0.0407,7.7968,5,5,5,21,14,14
인삼,16,10,7,0.011,0.025,7.7913,8,4,3,8,6,4
조선업,16,8,7,0.011,0.025,7.7913,13,5,4,3,3,3
대경선,16,7,7,0.011,0.025,7.7913,4,3,3,12,4,4
수의계약,16,7,7,0.011,0.025,7.7913,1,1,1,15,6,6
천원주택,16,7,7,0.011,0.025,7.7913,5,3,3,11,4,4
콤플렉스,16,7,7,0.011,0.025,7.7913,12,5,5,4,2,2
동구형,15,10,6,0.0094,0.0235,7.7898,5,4,2,10,6,4
농민들,15,7,6,0.0094,0.0235,7.7898,1,1,1,14,6,5
공무직,15,6,6,0.0094,0.0235,7.7898,2,1,1,13,5,5
대상자,32,30,28,0.0438,0.0501,7.7849,17,17,17,15,13,11
연구소,32,30,28,0.0438,0.0501,7.7849,13,12,11,19,18,17
많은,28,25,22,0.0344,0.0438,7.7849,8,8,7,20,17,15
고립,28,22,22,0.0344,0.0438,7.7849,16,13,13,12,9,9
미래도시,28,22,22,0.0344,0.0438,7.7849,11,9,9,17,13,13
복지사업,28,22,22,0.0344,0.0438,7.7849,11,10,10,17,12,12
영농,28,22,22,0.0344,0.0438,7.7849,16,13,13,12,9,9
지역소멸,30,29,25,0.0391,0.0469,7.7819,10,10,8,20,19,17
설명회,30,27,25,0.0391,0.0469,7.7819,11,9,8,19,18,17
돌봄서비스,30,26,25,0.0391,0.0469,7.7819,19,15,14,11,11,11
환승센터,30,26,25,0.0391,0.0469,7.7819,11,9,9,19,17,16
불안,30,25,25,0.0391,0.0469,7.7819,11,9,9,19,16,16
민간개발,22,20,14,0.0219,0.0344,7.7787,3,3,2,19,17,12
재활용,22,15,14,0.0219,0.0344,7.7787,7,6,6,15,9,8
조선,22,15,14,0.0219,0.0344,7.7787,10,7,7,12,8,7
보증금,22,14,14,0.0219,0.0344,7.7787,10,7,7,12,7,7
지방재정,25,25,18,0.0282,0.0391,7.773,7,7,6,18,18,12
상태,25,21,18,0.0282,0.0391,7.773,10,7,5,15,14,13
여는,25,20,18,0.0282,0.0391,7.773,15,10,10,10,10,8
숙소,25,19,18,0.0282,0.0391,7.773,7,7,7,18,12,11
경기장,25,18,18,0.0282,0.0391,7.773,9,8,8,16,10,10
생활체육시설,25,18,18,0.0282,0.0391,7.773,11,9,9,14,9,9
케이블카,25,18,18,0.0282,0.0391,7.773,8,5,5,17,13,13
환자,25,18,18,0.0282,0.0391,7.773,9,8,8,16,10,10
제로화,33,31,30,0.0469,0.0516,7.768,12,12,12,21,19,18
차별화된,31,29,27,0.0423,0.0485,7.7602,18,16,15,13,13,12
곳에서,31,28,27,0.0423,0.0485,7.7602,12,11,11,19,17,16
연계된,31,28,27,0.0423,0.0485,7.7602,18,17,16,13,11,11
최종,31,28,27,0.0423,0.0485,7.7602,9,8,8,22,20,19
일하,31,27,27,0.0423,0.0485,7.7602,13,12,12,18,15,15
기후변화,27,21,21,0.0329,0.0423,7.7602,20,14,14,7,7,7
대체,27,21,21,0.0329,0.0423,7.7602,9,5,5,18,16,16
장학금,27,21,21,0.0329,0.0423,7.7602,10,6,6,17,15,15
대상지,29,25,24,0.0376,0.0454,7.7569,15,13,12,14,12,12
분기별,29,25,24,0.0376,0.0454,7.7569,10,7,7,19,18,17
인재양성,29,25,24,0.0376,0.0454,7.7569,10,8,8,19,17,16
경찰,21,13,13,0.0203,0.0329,7.7564,3,3,3,18,10,10
공공급식,21,13,13,0.0203,0.0329,7.7564,10,6,6,11,7,7
북극항,21,13,13,0.0203,0.0329,7.7564,15,7,7,6,6,6
소아청소년,21,13,13,0.0203,0.0329,7.7564,12,6,6,9,7,7
법인,24,22,17,0.0266,0.0376,7.7483,11,10,6,13,12,11
관광콘텐츠,24,19,17,0.0266,0.0376,7.7483,10,7,7,14,12,10
선도도시,24,17,17,0.0266,0.0376,7.7483,15,10,10,9,7,7
보편적,32,29,29,0.0454,0.0501,7.7427,21,18,18,11,11,11
지역에서,32,29,29,0.0454,0.0501,7.7427,11,9,9,21,20,20
등이,30,29,26,0.0407,0.0469,7.7344,11,11,10,19,18,16
안에서,30,27,26,0.0407,0.0469,7.7344,12,10,9,18,17,17
에서,30,27,26,0.0407,0.0469,7.7344,8,7,7,22,20,19
야간관광,30,26,26,0.0407,0.0469,7.7344,7,7,7,23,19,19
학원,26,21,20,0.0313,0.0407,7.7344,6,5,5,20,16,15
첫째,20,17,12,0.0188,0.0313,7.7337,4,4,4,16,13,8
도내,20,16,12,0.0188,0.0313,7.7337,10,8,7,10,8,5
미래모빌리티,20,13,12,0.0188,0.0313,7.7337,15,9,8,5,4,4
스토리,20,13,12,0.0188,0.0313,7.7337,4,3,3,16,10,9
저출생,20,13,12,0.0188,0.0313,7.7337,5,4,4,15,9,8
전기차,20,12,12,0.0188,0.0313,7.7337,12,8,8,8,4,4
거쳐,28,25,23,0.036,0.0438,7.7309,9,9,9,19,16,14
행정적,23,19,16,0.025,0.036,7.7227,12,10,8,11,9,8
생활민원,23,18,16,0.025,0.036,7.7227,6,6,6,17,12,10
입주기업,23,18,16,0.025,0.036,7.7227,9,9,8,14,9,8
수변공원,23,17,16,0.025,0.036,7.7227,13,9,8,10,8,8
노후주택,23,16,16,0.025,0.036,7.7227,5,3,3,18,13,13
조성해,31,29,28,0.0438,0.0485,7.7164,12,11,11,19,18,17
단절된,31,28,28,0.0438,0.0485,7.7164,11,9,9,20,19,19
맞게,19,17,11,0.0172,0.0297,7.7109,4,3,3,15,14,8
동해안,19,15,11,0.0172,0.0297,7.7109,2,2,2,17,13,9
상인회,19,13,11,0.0172,0.0297,7.7109,6,5,5,13,8,6
온천,19,12,11,0.0172,0.0297,7.7109,9,5,5,10,7,6
국제대회,19,11,11,0.0172,0.0297,7.7109,11,5,5,8,6,6
환경개선,29,25,25,0.0391,0.0454,7.7076,16,12,12,13,13,13
합리적,25,24,19,0.0297,0.0391,7.7075,9,8,8,16,16,11
실태,25,23,19,0.0297,0.0391,7.7075,9,9,6,16,14,13
공기업,25,22,19,0.0297,0.0391,7.7075,7,6,6,18,16,13
생활인프라,25,21,19,0.0297,0.0391,7.7075,11,11,11,14,10,8
순환버스,25,20,19,0.0297,0.0391,7.7075,14,10,9,11,10,10
초등,25,19,19,0.0297,0.0391,7.7075,11,11,11,14,8,8
공조,27,25,22,0.0344,0.0423,7.7038,13,12,9,14,13,13
추진체계,27,24,22,0.0344,0.0423,7.7038,16,14,13,11,10,9
복지시설,27,23,22,0.0344,0.0423,7.7038,15,14,13,12,9,9
자연환경,27,23,22,0.0344,0.0423,7.7038,10,8,8,17,15,14
창업공간,27,23,22,0.0344,0.0423,7.7038,12,11,11,15,12,11
다자녀,27,22,22,0.0344,0.0423,7.7038,8,7,7,19,15,15
품질,27,22,22,0.0344,0.0423,7.7038,13,11,11,14,11,11
기초,32,32,30,0.0469,0.0501,7.7022,12,12,11,20,20,19
밀착,32,30,30,0.0469,0.0501,7.7022,17,15,15,15,15,15
공직자,22,16,15,0.0235,0.0344,7.6961,11,8,8,11,8,7
국제학교,22,16,15,0.0235,0.0344,7.6961,8,6,6,14,10,9
유휴지,22,16,15,0.0235,0.0344,7.6961,12,8,8,10,8,7
저탄소,22,16,15,0.0235,0.0344,7.6961,9,7,6,13,9,9
상점,30,28,27,0.0423,0.0469,7.6891,18,16,15,12,12,12
세대별,30,27,27,0.0423,0.0469,7.6891,16,15,15,14,12,12
지금,18,13,10,0.0156,0.0282,7.688,2,2,2,16,11,8
중단,18,11,10,0.0156,0.0282,7.688,6,5,5,12,6,5
존중,18,10,10,0.0156,0.0282,7.688,3,1,1,15,9,9
사례,28,28,24,0.0376,0.0438,7.6796,10,10,9,18,18,15
표준,28,26,24,0.0376,0.0438,7.6796,12,10,9,16,16,15
관광상품,28,25,24,0.0376,0.0438,7.6796,12,9,9,16,16,15
공교육,28,24,24,0.0376,0.0438,7.6796,12,10,10,16,14,14
할인,28,24,24,0.0376,0.0438,7.6796,11,8,8,17,16,16
선택,24,23,18,0.0282,0.0376,7.6794,5,5,5,19,18,13
소외되지,24,21,18,0.0282,0.0376,7.6794,18,15,12,6,6,6
예측,24,19,18,0.0282,0.0376,7.6794,12,8,7,12,11,11
논의,24,18,18,0.0282,0.0376,7.6794,4,4,4,20,14,14
분원,24,18,18,0.0282,0.0376,7.6794,8,6,6,16,12,12
평생,24,18,18,0.0282,0.0376,7.6794,14,10,10,10,8,8
허가,24,18,18,0.0282,0.0376,7.6794,10,7,7,14,11,11
세부금액,10,10,2,0.0031,0.0156,7.6765,5,5,1,5,5,1
숙의기간,10,10,2,0.0031,0.0156,7.6765,10,10,2,0,0,0
초기검토,10,10,2,0.0031,0.0156,7.6765,10,10,2,0,0,0
세종형,10,5,2,0.0031,0.0156,7.6765,0,0,0,10,5,2
정책공약,10,4,2,0.0031,0.0156,7.6765,0,0,0,10,4,2
가로림,10,3,2,0.0031,0.0156,7.6765,8,1,1,2,2,1
인천형,10,3,2,0.0031,0.0156,7.6765,7,2,1,3,1,1
매칭사업,26,26,21,0.0329,0.0407,7.6755,15,15,13,11,11,8
예약,26,23,21,0.0329,0.0407,7.6755,12,11,11,14,12,10
파악,26,23,21,0.0329,0.0407,7.6755,10,10,10,16,13,11
복합문화공간,26,22,21,0.0329,0.0407,7.6755,12,11,11,14,11,10
우수한,26,22,21,0.0329,0.0407,7.6755,10,9,9,16,13,12
전반,26,22,21,0.0329,0.0407,7.6755,9,9,8,17,13,13
ai기반,26,22,21,0.0329,0.0407,7.6755,21,17,16,5,5,5
생활복지,26,21,21,0.0329,0.0407,7.6755,13,10,10,13,11,11
살고,31,29,29,0.0454,0.0485,7.6745,12,12,12,19,17,17
벤치마킹,21,20,14,0.0219,0.0329,7.6684,7,6,5,14,14,9
생활지원,21,16,14,0.0219,0.0329,7.6684,7,6,5,14,10,9
신호,21,16,14,0.0219,0.0329,7.6684,1,1,1,20,15,13
읍면동,21,15,14,0.0219,0.0329,7.6684,9,5,4,12,10,10
문턱,21,14,14,0.0219,0.0329,7.6684,6,6,6,15,8,8
신안산선,17,10,9,0.0141,0.0266,7.6656,9,5,5,8,5,4
경유,17,9,9,0.0141,0.0266,7.6656,12,5,5,5,4,4
직선화,17,9,9,0.0141,0.0266,7.6656,3,2,2,14,7,7
반영한,32,32,31,0.0485,0.0501,7.6633,16,16,15,16,16,16
재활,29,28,26,0.0407,0.0454,7.6605,11,11,11,18,17,15
주거단지,29,28,26,0.0407,0.0454,7.6605,12,12,11,17,16,15
문화콘텐츠,29,26,26,0.0407,0.0454,7.6605,11,11,11,18,15,15
배우고,29,26,26,0.0407,0.0454,7.6605,17,15,15,12,11,11
상업시설,29,26,26,0.0407,0.0454,7.6605,14,13,13,15,13,13
이미지,33,33,33,0.0516,0.0516,7.6549,9,9,9,24,24,24
근본적,27,26,23,0.036,0.0423,7.6504,13,13,11,14,13,12
능력,27,26,23,0.036,0.0423,7.6504,8,8,7,19,18,16
누릴,27,24,23,0.036,0.0423,7.6504,14,11,11,13,13,12
빈틈없,27,24,23,0.036,0.0423,7.6504,8,8,8,19,16,15
영향,27,24,23,0.036,0.0423,7.6504,9,9,9,18,15,14
전수,23,21,17,0.0266,0.036,7.6501,6,6,5,17,15,12
사회공헌,23,19,17,0.0266,0.036,7.6501,10,8,6,13,11,11
관광거점,23,18,17,0.0266,0.036,7.6501,9,8,8,14,10,9
생산성,23,18,17,0.0266,0.036,7.6501,11,8,8,12,10,9
축구장,23,18,17,0.0266,0.036,7.6501,10,7,7,13,11,10
구입,23,17,17,0.0266,0.036,7.6501,4,3,3,19,14,14
전개,25,23,20,0.0313,0.0391,7.6458,11,10,8,14,13,12
만들고,25,22,20,0.0313,0.0391,7.6458,4,3,2,21,19,18
제조업,25,22,20,0.0313,0.0391,7.6458,9,8,8,16,14,12
산업구조,25,21,20,0.0313,0.0391,7.6458,10,8,8,15,13,12
식품,25,21,20,0.0313,0.0391,7.6458,11,10,9,14,11,11
운동,25,21,20,0.0313,0.0391,7.6458,12,9,9,13,12,11
작은,25,21,20,0.0313,0.0391,7.6458,8,7,7,17,14,13
훈련,25,21,20,0.0313,0.0391,7.6458,7,7,7,18,14,13
같은,25,20,20,0.0313,0.0391,7.6458,6,4,4,19,16,16
사회참여,25,20,20,0.0313,0.0391,7.6458,8,7,7,17,13,13
야간경관,25,20,20,0.0313,0.0391,7.6458,9,7,7,16,13,13
지역인재,25,20,20,0.0313,0.0391,7.6458,10,8,8,15,12,12
고용노동부,30,28,28,0.0438,0.0469,7.6457,7,7,7,23,21,21
청라,16,11,8,0.0125,0.025,7.6441,6,4,2,10,7,6
재개발사업,16,9,8,0.0125,0.025,7.6441,4,4,4,12,5,4
특별한,20,17,13,0.0203,0.0313,7.6397,8,5,5,12,12,8
