keyword,count,pledgeCount,candidateCount,candidateRate,countPerCandidate,score,electedCount,electedPledgeCount,electedCandidateCount,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount
일자리 창출,308,308,247,0.3865,0.482,11.3868,123,123,96,185,185,151
인프라 확충,191,191,150,0.2347,0.2989,10.8579,98,98,74,93,93,76
민간 투자,133,133,89,0.1393,0.2081,10.6642,44,44,33,89,89,56
기업 유치,179,179,161,0.252,0.2801,10.6601,69,69,62,110,110,99
투자 유치,145,145,106,0.1659,0.2269,10.6422,53,53,37,92,92,69
부담 완화,101,101,84,0.1315,0.1581,10.1388,45,45,37,56,56,47
청년 일자리,109,109,99,0.1549,0.1706,10.112,36,36,32,73,73,67
지속 가능한,91,91,72,0.1127,0.1424,10.1027,43,43,33,48,48,39
인구 유입,101,101,88,0.1377,0.1581,10.0833,35,35,31,66,66,57
양질 일자리,110,110,104,0.1628,0.1721,10.0774,50,50,47,60,60,57
민간 자본,75,75,54,0.0845,0.1174,10.0551,26,26,17,49,49,37
시스템 도입,89,89,77,0.1205,0.1393,9.9692,35,35,32,54,54,45
산업 육성,86,86,76,0.1189,0.1346,9.9102,31,31,28,55,55,48
민간자본 유치,37,37,19,0.0297,0.0579,9.8961,27,27,11,10,10,8
청년 창업,91,91,86,0.1346,0.1424,9.885,45,45,43,46,46,43
체류형 관광,92,92,88,0.1377,0.144,9.8819,33,33,33,59,59,55
정주 여건,83,83,74,0.1158,0.1299,9.8652,33,33,30,50,50,44
부담 최소화,65,65,49,0.0767,0.1017,9.8622,18,18,16,47,47,33
문화 관광,86,86,81,0.1268,0.1346,9.833,32,32,31,54,54,50
선순환 구조,81,81,73,0.1142,0.1268,9.8284,28,28,25,53,53,48
민간투자 유치,64,64,49,0.0767,0.1002,9.8262,18,18,17,46,46,32
아이 키우기,85,85,80,0.1252,0.133,9.8223,42,42,38,43,43,42
키우기 좋은,84,84,79,0.1236,0.1315,9.8116,43,43,39,41,41,40
공공 민간,56,56,40,0.0626,0.0876,9.8038,27,27,14,29,29,26
사항 추경,15,15,3,0.0047,0.0235,9.7762,10,10,2,5,5,1
민관 협력,61,61,48,0.0751,0.0955,9.7438,24,24,18,37,37,30
삶의 향상,75,75,71,0.1111,0.1174,9.6931,31,31,31,44,44,40
착공 준공,48,48,34,0.0532,0.0751,9.6713,27,27,19,21,21,15
인재 양성,74,74,71,0.1111,0.1158,9.6634,37,37,34,37,37,37
조기 착공,71,71,66,0.1033,0.1111,9.6631,36,36,33,35,35,33
우선순위 최우선,16,16,4,0.0063,0.025,9.6529,12,12,3,4,4,1
관광 인프라,71,71,69,0.108,0.1111,9.6073,25,25,25,46,46,44
협의체 구성,64,64,59,0.0923,0.1002,9.5745,18,18,18,46,46,41
사각지대 해소,66,66,63,0.0986,0.1033,9.5591,23,23,22,43,43,41
자본 유치,50,50,40,0.0626,0.0782,9.5341,16,16,12,34,34,28
mou 체결,47,47,37,0.0579,0.0736,9.4974,12,12,10,35,35,27
재개발 재건축,62,62,60,0.0939,0.097,9.4811,26,26,24,36,36,36
청년 신혼부부,60,60,57,0.0892,0.0939,9.4734,26,26,25,34,34,32
정부 공모사업,40,40,29,0.0454,0.0626,9.4569,19,19,11,21,21,18
인구 유출,46,46,39,0.061,0.072,9.3714,10,10,10,36,36,29
행정 절차,46,46,39,0.061,0.072,9.3714,18,18,14,28,28,25
tf 구성,48,48,42,0.0657,0.0751,9.369,21,21,20,27,27,22
국가철도망 구축계획,54,54,53,0.0829,0.0845,9.3287,25,25,24,29,29,29
균형 발전,47,47,42,0.0657,0.0736,9.3193,15,15,15,32,32,27
법적 근거,32,32,22,0.0344,0.0501,9.2962,7,7,6,25,25,16
산업 생태계,49,49,47,0.0736,0.0767,9.264,23,23,23,26,26,24
문제 해결,45,45,41,0.0642,0.0704,9.2498,15,15,13,30,30,28
규제 완화,46,46,43,0.0673,0.072,9.2365,15,15,15,31,31,28
공모사업 유치,38,38,31,0.0485,0.0595,9.2339,18,18,14,20,20,17
국가계획 반영,44,44,40,0.0626,0.0689,9.2306,20,20,19,24,24,21
공사 착공,31,31,22,0.0344,0.0485,9.2144,14,14,10,17,17,12
소득 증대,43,43,39,0.061,0.0673,9.2108,22,22,19,21,21,20
부담 경감,41,41,36,0.0563,0.0642,9.2079,25,25,22,16,16,14
교육 문화,44,44,41,0.0642,0.0689,9.1967,16,16,16,28,28,25
주요 내용,15,15,5,0.0078,0.0235,9.1803,5,5,2,10,10,3
청년 정착,45,45,44,0.0689,0.0704,9.154,16,16,15,29,29,29
살기 좋은,40,40,36,0.0563,0.0626,9.1485,14,14,11,26,26,25
지역경제 선순환,42,42,40,0.0626,0.0657,9.1203,17,17,17,25,25,23
거점 육성,41,41,39,0.061,0.0642,9.0976,19,19,18,22,22,21
역세권 개발,41,41,39,0.061,0.0642,9.0976,27,27,26,14,14,13
기업 투자,43,43,43,0.0673,0.0673,9.0783,13,13,13,30,30,30
의견 수렴,35,35,30,0.0469,0.0548,9.0779,8,8,8,27,27,22
디지털 전환,40,40,38,0.0595,0.0626,9.0742,22,22,20,18,18,18
ai 디지털,40,40,38,0.0595,0.0626,9.0742,19,19,18,21,21,20
시설 확충,38,38,35,0.0548,0.0595,9.064,21,21,19,17,17,16
ai 스마트,34,34,29,0.0454,0.0532,9.0539,20,20,16,14,14,13
문화 체육,39,39,37,0.0579,0.061,9.0501,19,19,18,20,20,19
배경 필요성,12,12,3,0.0047,0.0188,9.0441,5,5,1,7,7,2
교육 프로그램,37,37,34,0.0532,0.0579,9.0395,19,19,18,18,18,16
민간 협력,37,37,34,0.0532,0.0579,9.0395,20,20,17,17,17,17
특구 지정,40,40,39,0.061,0.0626,9.0389,18,18,18,22,22,21
청년 주거,38,38,36,0.0563,0.0595,9.0253,14,14,13,24,24,23
유출 방지,34,34,30,0.0469,0.0532,9.0066,7,7,7,27,27,23
아동 청소년,37,37,35,0.0548,0.0579,8.9997,9,9,9,28,28,26
공공 민간투자,13,13,4,0.0063,0.0203,8.9914,5,5,1,8,8,3
기대 효과,13,13,4,0.0063,0.0203,8.9914,0,0,0,13,13,4
비용 절감,35,35,32,0.0501,0.0548,8.9882,16,16,14,19,19,18
조기 완공,35,35,32,0.0501,0.0548,8.9882,17,17,15,18,18,17
이후 단계별,18,18,9,0.0141,0.0282,8.9803,0,0,0,17,17,8
성장 동력,33,33,29,0.0454,0.0516,8.9801,14,14,13,19,19,16
소상공인 매출,36,36,34,0.0532,0.0563,8.9732,17,17,16,19,19,18
돌봄 체계,37,37,36,0.0563,0.0579,8.9613,16,16,16,21,21,20
콘텐츠 개발,37,37,36,0.0563,0.0579,8.9613,16,16,15,21,21,21
ai 로봇,32,32,28,0.0438,0.0501,8.9527,14,14,12,18,18,16
격차 해소,35,35,33,0.0516,0.0548,8.9459,14,14,13,21,21,20
관광 콘텐츠,35,35,33,0.0516,0.0548,8.9459,10,10,10,25,25,23
우선 배정,35,35,33,0.0516,0.0548,8.9459,12,12,10,23,23,23
교육 인프라,36,36,35,0.0548,0.0563,8.9337,18,18,18,18,18,17
매출 증대,36,36,35,0.0548,0.0563,8.9337,14,14,14,22,22,21
농가 소득,33,33,30,0.0469,0.0516,8.9331,14,14,14,19,19,16
교통 인프라,37,37,37,0.0579,0.0579,8.9243,17,17,17,20,20,20
농어촌 기본소득,37,37,37,0.0579,0.0579,8.9243,11,11,11,26,26,26
해소 위한,37,37,37,0.0579,0.0579,8.9243,13,13,13,24,24,24
설계 착공,27,27,21,0.0329,0.0423,8.9242,10,10,6,17,17,15
광역 교통망,34,34,32,0.0501,0.0532,8.9175,18,18,16,16,16,16
공공기관 이전,35,35,34,0.0532,0.0548,8.9052,14,14,14,21,21,20
돌봄 서비스,35,35,34,0.0532,0.0548,8.9052,15,15,15,20,20,19
문화 예술,35,35,34,0.0532,0.0548,8.9052,18,18,17,17,17,17
관광 문화,32,32,29,0.0454,0.0501,8.9041,12,12,11,20,20,18
대한민국 대표,32,32,29,0.0454,0.0501,8.9041,13,13,12,19,19,17
생활 인프라,36,36,36,0.0563,0.0563,8.8956,18,18,18,18,18,18
최고 수준,36,36,36,0.0563,0.0563,8.8956,15,15,15,21,21,21
구청장 직속,30,30,26,0.0407,0.0469,8.8946,10,10,9,20,20,17
스마트 농업,33,33,31,0.0485,0.0516,8.8881,16,16,16,17,17,15
중앙정부 공모사업,23,23,16,0.025,0.036,8.8811,9,9,5,14,14,11
지방비 매칭,23,23,16,0.025,0.036,8.8811,5,5,5,18,18,11
의료 복지,35,35,35,0.0548,0.0548,8.8659,17,17,17,18,18,18
유치 위한,33,33,32,0.0501,0.0516,8.8448,17,17,16,16,16,16
행정 구현,33,33,32,0.0501,0.0516,8.8448,14,14,13,19,19,19
구분 내용,10,10,2,0.0031,0.0156,8.828,0,0,0,10,10,2
연계하여 세부추진계획,10,10,2,0.0031,0.0156,8.828,5,5,1,5,5,1
임기중 연차별,10,10,2,0.0031,0.0156,8.828,5,5,1,5,5,1
초기검토 숙의기간,10,10,2,0.0031,0.0156,8.828,10,10,2,0,0,0
필요성 배경,10,10,2,0.0031,0.0156,8.828,5,5,1,5,5,1
삶의 질을,32,32,31,0.0485,0.0501,8.8128,16,16,15,16,16,16
통합 플랫폼,29,29,26,0.0407,0.0454,8.8096,12,12,11,17,17,15
역사 문화,33,33,33,0.0516,0.0516,8.8032,19,19,19,14,14,14
인재 육성,33,33,33,0.0516,0.0516,8.8032,15,15,15,18,18,18
통합 돌봄,33,33,33,0.0516,0.0516,8.8032,15,15,15,18,18,18
경제적 부담,30,30,28,0.0438,0.0469,8.7926,12,12,11,18,18,17
브랜드 가치,30,30,28,0.0438,0.0469,8.7926,11,11,11,19,19,17
산업 유치,30,30,28,0.0438,0.0469,8.7926,14,14,12,16,16,16
시설 현대화,30,30,28,0.0438,0.0469,8.7926,18,18,17,12,12,11
재건축 재개발,30,30,28,0.0438,0.0469,8.7926,13,13,12,17,17,16
제도 도입,32,32,32,0.0501,0.0501,8.7699,10,10,10,22,22,22
활력 넘치,29,29,27,0.0423,0.0454,8.758,17,17,17,12,12,10
피지컬 ai,24,24,19,0.0297,0.0376,8.757,12,12,8,12,12,11
전문 인력,27,27,24,0.0376,0.0423,8.7395,7,7,7,20,20,17
민간투자 연계하여,12,12,4,0.0063,0.0188,8.7389,6,6,2,6,6,2
우선 순위,12,12,4,0.0063,0.0188,8.7389,6,6,2,6,6,2
일반회계 기금,12,12,4,0.0063,0.0188,8.7389,11,11,3,0,0,0
복지 사각지대,31,31,31,0.0485,0.0485,8.7353,10,10,10,21,21,21
의료 돌봄,31,31,31,0.0485,0.0485,8.7353,10,10,10,21,21,21
세출 구조조정,21,21,15,0.0235,0.0329,8.725,14,14,9,7,7,6
불편 해소,29,29,28,0.0438,0.0454,8.7086,15,15,14,14,14,14
유치 일자리,30,30,30,0.0469,0.0469,8.6991,15,15,15,15,15,15
첨단 산업,30,30,30,0.0469,0.0469,8.6991,14,14,14,16,16,16
기능 결합된,24,24,20,0.0313,0.0376,8.6869,8,8,7,16,16,13
관광객 유입,27,27,25,0.0391,0.0423,8.6839,9,9,9,18,18,16
육성 위한,27,27,25,0.0391,0.0423,8.6839,15,15,14,12,12,11
전담 조직,27,27,25,0.0391,0.0423,8.6839,16,16,14,11,11,11
지정 신청,27,27,25,0.0391,0.0423,8.6839,7,7,7,20,20,18
집중 육성,28,28,27,0.0423,0.0438,8.6707,12,12,12,16,16,15
협약 체결,28,28,27,0.0423,0.0438,8.6707,9,9,8,19,19,19
민간 참여,25,25,22,0.0344,0.0391,8.6623,8,8,6,17,17,16
구축계획 반영,29,29,29,0.0454,0.0454,8.6614,11,11,11,18,18,18
아이 어르신,29,29,29,0.0454,0.0454,8.6614,17,17,17,12,12,12
체류형 관광도시,29,29,29,0.0454,0.0454,8.6614,9,9,9,20,20,20
공간 확충,26,26,24,0.0376,0.0407,8.6441,10,10,10,16,16,14
어르신 장애인,26,26,24,0.0376,0.0407,8.6441,14,14,13,12,12,11
전담 tf,27,27,26,0.0407,0.0423,8.6309,11,11,11,16,16,15
공공기관 유치,28,28,28,0.0438,0.0438,8.6218,13,13,13,15,15,15
관광객 유치,28,28,28,0.0438,0.0438,8.6218,8,8,8,20,20,20
산업 클러스터,28,28,28,0.0438,0.0438,8.6218,12,12,12,16,16,16
주거 환경,28,28,28,0.0438,0.0438,8.6218,14,14,14,14,14,14
체육 인프라,28,28,28,0.0438,0.0438,8.6218,14,14,14,14,14,14
시대 개막,24,24,21,0.0329,0.0376,8.6207,12,12,10,12,12,11
체계 완성,24,24,21,0.0329,0.0376,8.6207,9,9,8,15,15,13
기본 실시설계,25,25,23,0.036,0.0391,8.6022,11,11,10,14,14,13
기후위기 대응,25,25,23,0.036,0.0391,8.6022,16,16,14,9,9,9
대학 기업,25,25,23,0.036,0.0391,8.6022,10,10,10,15,15,13
관계 기관,20,20,15,0.0235,0.0313,8.5937,6,6,5,14,14,10
교통 복지,26,26,25,0.0391,0.0407,8.5891,7,7,7,19,19,18
돌봄 공백,26,26,25,0.0391,0.0407,8.5891,10,10,10,16,16,15
맞춤형 일자리,27,27,27,0.0423,0.0423,8.5803,13,13,13,14,14,14
부담 줄이고,23,23,20,0.0313,0.036,8.5767,5,5,5,18,18,15
군민 대상,24,24,22,0.0344,0.0376,8.5581,10,10,9,14,14,13
세제 혜택,24,24,22,0.0344,0.0376,8.5581,9,9,8,15,15,14
부담 분산,17,17,11,0.0172,0.0266,8.5556,7,7,5,10,10,6
경제 선순환,25,25,24,0.0376,0.0391,8.5451,4,4,4,21,21,20
생활 밀착형,25,25,24,0.0376,0.0391,8.5451,9,9,8,16,16,16
소멸 위기,25,25,24,0.0376,0.0391,8.5451,7,7,7,18,18,17
접근성 향상,25,25,24,0.0376,0.0391,8.5451,11,11,11,14,14,13
주택 공급,25,25,24,0.0376,0.0391,8.5451,10,10,10,15,15,14
ai 데이터센터,25,25,24,0.0376,0.0391,8.5451,7,7,7,18,18,17
교육 돌봄,26,26,26,0.0407,0.0407,8.5367,11,11,11,15,15,15
기본소득 지급,26,26,26,0.0407,0.0407,8.5367,8,8,8,18,18,18
교통 사각지대,23,23,21,0.0329,0.036,8.5114,5,5,5,18,18,16
이용할 있는,23,23,21,0.0329,0.036,8.5114,7,7,7,16,16,14
전문인력 양성,23,23,21,0.0329,0.036,8.5114,9,9,9,14,14,12
유입 유도,20,20,16,0.025,0.0313,8.508,7,7,7,13,13,9
중앙부처 공모사업,16,16,10,0.0156,0.025,8.5072,9,9,6,7,7,4
민간 투자 유치,62,62,48,0.0751,0.097,8.5057,21,21,18,41,41,30
버스 노선,24,24,23,0.036,0.0376,8.4987,10,10,10,14,14,13
주요 거점,24,24,23,0.036,0.0376,8.4987,11,11,10,13,13,13
창업 생태계,24,24,23,0.036,0.0376,8.4987,15,15,14,9,9,9
청년 인구,24,24,23,0.036,0.0376,8.4987,9,9,9,15,15,14
프로그램 개발,24,24,23,0.036,0.0376,8.4987,9,9,8,15,15,15
행정 혁신,24,24,23,0.036,0.0376,8.4987,11,11,11,13,13,12
ai 산업,24,24,23,0.036,0.0376,8.4987,8,8,8,16,16,15
교육 복지,25,25,25,0.0391,0.0391,8.4908,10,10,10,15,15,15
교육 환경,25,25,25,0.0391,0.0391,8.4908,6,6,6,19,19,19
디지털 교육,25,25,25,0.0391,0.0391,8.4908,12,12,12,13,13,13
복지 인프라,25,25,25,0.0391,0.0391,8.4908,12,12,12,13,13,13
야간 휴일,25,25,25,0.0391,0.0391,8.4908,9,9,9,16,16,16
최우선 이행절차,9,9,2,0.0031,0.0141,8.4771,5,5,1,4,4,1
건강 증진,23,23,22,0.0344,0.036,8.4495,9,9,9,14,14,13
구조 확립,23,23,22,0.0344,0.036,8.4495,8,8,7,15,15,15
문화 인프라,23,23,22,0.0344,0.036,8.4495,10,10,10,13,13,12
생활 soc,23,23,22,0.0344,0.036,8.4495,6,6,5,17,17,17
소비 촉진,23,23,22,0.0344,0.036,8.4495,13,13,13,10,10,9
유휴 부지,23,23,22,0.0344,0.036,8.4495,12,12,11,11,11,11
이상 어르신,23,23,22,0.0344,0.036,8.4495,6,6,5,17,17,17
이전 부지,23,23,22,0.0344,0.036,8.4495,10,10,10,13,13,12
공백 해소,24,24,24,0.0376,0.0376,8.4423,10,10,10,14,14,14
귀농 귀촌,24,24,24,0.0376,0.0376,8.4423,12,12,12,12,12,12
노인 일자리,24,24,24,0.0376,0.0376,8.4423,11,11,11,13,13,13
대회 유치,24,24,24,0.0376,0.0376,8.4423,9,9,9,15,15,15
도입 ai,24,24,24,0.0376,0.0376,8.4423,13,13,13,11,11,11
인허 절차,24,24,24,0.0376,0.0376,8.4423,9,9,9,15,15,15
창출 지역경제,24,24,24,0.0376,0.0376,8.4423,10,10,10,14,14,14
활력 제고,20,20,17,0.0266,0.0313,8.4279,12,12,10,8,8,7
아이 키우기 좋은,73,73,68,0.1064,0.1142,8.4236,36,36,32,37,37,36
양질 일자리 창출,73,73,68,0.1064,0.1142,8.4236,31,31,28,42,42,40
글로벌 기업,21,21,19,0.0297,0.0329,8.4092,8,8,6,13,13,13
차질 없이,18,18,14,0.0219,0.0282,8.4004,10,10,7,8,8,7
가공 유통,22,22,21,0.0329,0.0344,8.3974,10,10,10,12,12,11
관광 거점,22,22,21,0.0329,0.0344,8.3974,8,8,8,14,14,13
의료 서비스,22,22,21,0.0329,0.0344,8.3974,6,6,6,16,16,15
전면 개편,22,22,21,0.0329,0.0344,8.3974,5,5,5,17,17,16
창출 청년,22,22,21,0.0329,0.0344,8.3974,7,7,7,15,15,14
친환경 에너지,22,22,21,0.0329,0.0344,8.3974,10,10,10,12,12,11
노선 신설,23,23,23,0.036,0.036,8.3909,8,8,8,15,15,15
맞춤형 복지,23,23,23,0.036,0.036,8.3909,14,14,14,9,9,9
어르신 일자리,23,23,23,0.036,0.036,8.3909,14,14,14,9,9,9
청년 농업인,23,23,23,0.036,0.036,8.3909,12,12,12,11,11,11
최대 규모,23,23,23,0.036,0.036,8.3909,8,8,8,15,15,15
공모 참여,16,16,11,0.0172,0.025,8.3864,3,3,3,13,13,8
총사업비 규모,16,16,11,0.0172,0.025,8.3864,10,10,6,6,6,5
관광객 증가,20,20,18,0.0282,0.0313,8.353,3,3,3,17,17,15
이재명 정부,20,20,18,0.0282,0.0313,8.353,8,8,8,12,12,10
체계 확립,20,20,18,0.0282,0.0313,8.353,8,8,7,12,12,11
야간 주말,21,21,20,0.0313,0.0329,8.3419,4,4,4,17,17,16
에너지 자립,21,21,20,0.0313,0.0329,8.3419,6,6,5,15,15,15
위기 극복,21,21,20,0.0313,0.0329,8.3419,6,6,6,15,15,14
일자리 주거,21,21,20,0.0313,0.0329,8.3419,9,9,8,12,12,12
전통시장 골목상권,21,21,20,0.0313,0.0329,8.3419,10,10,10,11,11,10
돌봄 교육,22,22,22,0.0344,0.0344,8.3364,6,6,6,16,16,16
문화 교육,22,22,22,0.0344,0.0344,8.3364,9,9,9,13,13,13
발전 수익,22,22,22,0.0344,0.0344,8.3364,11,11,11,11,11,11
주거 문화,22,22,22,0.0344,0.0344,8.3364,10,10,10,12,12,12
주거 일자리,22,22,22,0.0344,0.0344,8.3364,10,10,10,12,12,12
지역화폐 지급,22,22,22,0.0344,0.0344,8.3364,8,8,8,14,14,14
핵심 거점,22,22,22,0.0344,0.0344,8.3364,8,8,8,14,14,14
ai 데이터,22,22,22,0.0344,0.0344,8.3364,5,5,5,17,17,17
gtx 노선,22,22,22,0.0344,0.0344,8.3364,9,9,9,13,13,13
공모사업 지방비,15,15,10,0.0156,0.0235,8.3252,3,3,3,12,12,7
민간 협력사업,15,15,10,0.0156,0.0235,8.3252,9,9,4,6,6,6
구조 설계,18,18,15,0.0235,0.0282,8.3112,8,8,8,10,10,7
권리 보장,18,18,15,0.0235,0.0282,8.3112,7,7,7,11,11,8
공동 대응,20,20,19,0.0297,0.0313,8.2826,11,11,11,9,9,8
관리 시스템,20,20,19,0.0297,0.0313,8.2826,8,8,8,12,12,11
등을 활용한,20,20,19,0.0297,0.0313,8.2826,7,7,7,13,13,12
있는 환경,20,20,19,0.0297,0.0313,8.2826,11,11,10,9,9,9
커뮤니티 공간,20,20,19,0.0297,0.0313,8.2826,9,9,9,11,11,10
편의시설 확충,20,20,19,0.0297,0.0313,8.2826,10,10,9,10,10,10
행정 서비스,20,20,19,0.0297,0.0313,8.2826,11,11,10,9,9,9
걱정 없는,21,21,21,0.0329,0.0329,8.2783,12,12,12,9,9,9
교통망 확충,21,21,21,0.0329,0.0329,8.2783,10,10,10,11,11,11
미래산업 육성,21,21,21,0.0329,0.0329,8.2783,7,7,7,14,14,14
복합 문화,21,21,21,0.0329,0.0329,8.2783,8,8,8,13,13,13
유치 청년,21,21,21,0.0329,0.0329,8.2783,5,5,5,16,16,16
육성 청년,21,21,21,0.0329,0.0329,8.2783,12,12,12,9,9,9
의료 요양,21,21,21,0.0329,0.0329,8.2783,11,11,11,10,10,10
의료 인프라,21,21,21,0.0329,0.0329,8.2783,8,8,8,13,13,13
인구 증가,21,21,21,0.0329,0.0329,8.2783,5,5,5,16,16,16
인력 양성,21,21,21,0.0329,0.0329,8.2783,7,7,7,14,14,14
임신 출산,21,21,21,0.0329,0.0329,8.2783,10,10,10,11,11,11
ai 교육,21,21,21,0.0329,0.0329,8.2783,6,6,6,15,15,15
주민의견 수렴,14,14,9,0.0141,0.0219,8.2593,4,4,3,10,10,6
지구 지정,14,14,9,0.0141,0.0219,8.2593,8,8,3,6,6,6
tf팀 구성,14,14,9,0.0141,0.0219,8.2593,3,3,3,11,11,6
관광 상권,17,17,14,0.0219,0.0266,8.2462,4,4,4,13,13,10
창업 공간,17,17,14,0.0219,0.0266,8.2462,9,9,8,8,8,6
전면 도입,18,18,16,0.025,0.0282,8.2283,8,8,8,10,10,8
조기 준공,18,18,16,0.025,0.0282,8.2283,13,13,12,5,5,4
지속 중장기,11,11,5,0.0078,0.0172,8.2278,3,3,1,8,8,4
공모사업 민간,19,19,18,0.0282,0.0297,8.2191,7,7,7,12,12,11
관광 산업,19,19,18,0.0282,0.0297,8.2191,9,9,9,10,10,9
모델 도입,19,19,18,0.0282,0.0297,8.2191,7,7,7,12,12,11
유치 전략,19,19,18,0.0282,0.0297,8.2191,9,9,8,10,10,10
유치 지역경제,19,19,18,0.0282,0.0297,8.2191,8,8,8,11,11,10
의료 교육,19,19,18,0.0282,0.0297,8.2191,7,7,6,12,12,12
청소년 청년,19,19,18,0.0282,0.0297,8.2191,4,4,4,15,15,14
교통 혁신,20,20,20,0.0313,0.0313,8.2163,7,7,7,13,13,13
긴급 돌봄,20,20,20,0.0313,0.0313,8.2163,6,6,6,14,14,14
사각지대 없는,20,20,20,0.0313,0.0313,8.2163,6,6,6,14,14,14
소상공인 자영업자,20,20,20,0.0313,0.0313,8.2163,8,8,8,12,12,12
소외 없는,20,20,20,0.0313,0.0313,8.2163,8,8,8,12,12,12
참여 유도,20,20,20,0.0313,0.0313,8.2163,5,5,5,15,15,15
체험 관광,20,20,20,0.0313,0.0313,8.2163,8,8,8,12,12,12
촘촘한 복지,20,20,20,0.0313,0.0313,8.2163,12,12,12,8,8,8
단계별 개발,16,16,13,0.0203,0.025,8.1758,3,3,3,13,13,10
중장기 과제,10,10,4,0.0063,0.0156,8.1697,3,3,1,7,7,3
민간 자본 유치,45,45,37,0.0579,0.0704,8.1679,14,14,10,31,31,27
공모 선정,17,17,15,0.0235,0.0266,8.1586,8,8,7,9,9,8
매칭 펀드,17,17,15,0.0235,0.0266,8.1586,5,5,4,12,12,11
센터 설치,17,17,15,0.0235,0.0266,8.1586,7,7,7,10,10,8
소외되지 않는,17,17,15,0.0235,0.0266,8.1586,12,12,10,5,5,5
유동 인구,17,17,15,0.0235,0.0266,8.1586,5,5,4,12,12,11
좋은 일자리,17,17,15,0.0235,0.0266,8.1586,9,9,8,8,8,7
누릴 있는,18,18,17,0.0266,0.0282,8.1509,9,9,9,9,9,8
마을 단위,18,18,17,0.0266,0.0282,8.1509,8,8,8,10,10,9
방식 병행,18,18,17,0.0266,0.0282,8.1509,10,10,9,8,8,8
병원 동행,18,18,17,0.0266,0.0282,8.1509,9,9,9,9,9,8
브랜드 육성,18,18,17,0.0266,0.0282,8.1509,7,7,7,11,11,10
공영주차장 확충,19,19,19,0.0297,0.0297,8.1499,8,8,8,11,11,11
군민 모두,19,19,19,0.0297,0.0297,8.1499,10,10,10,9,9,9
군민 삶의,19,19,19,0.0297,0.0297,8.1499,7,7,7,12,12,12
돌봄 의료,19,19,19,0.0297,0.0297,8.1499,11,11,11,8,8,8
산업 전환,19,19,19,0.0297,0.0297,8.1499,10,10,10,9,9,9
생애주기별 맞춤형,19,19,19,0.0297,0.0297,8.1499,12,12,12,7,7,7
어르신 복지,19,19,19,0.0297,0.0297,8.1499,11,11,11,8,8,8
에너지 전환,19,19,19,0.0297,0.0297,8.1499,10,10,10,9,9,9
위기 대응,19,19,19,0.0297,0.0297,8.1499,12,12,12,7,7,7
정착할 있는,19,19,19,0.0297,0.0297,8.1499,10,10,10,9,9,9
즐길 있는,19,19,19,0.0297,0.0297,8.1499,5,5,5,14,14,14
출퇴근 시간,19,19,19,0.0297,0.0297,8.1499,8,8,8,11,11,11
태양광 발전,19,19,19,0.0297,0.0297,8.1499,7,7,7,12,12,12
행정 시스템,19,19,19,0.0297,0.0297,8.1499,9,9,9,10,10,10
ai 행정,19,19,19,0.0297,0.0297,8.1499,9,9,9,10,10,10
지방비 민간,12,12,7,0.011,0.0188,8.1116,9,9,4,3,3,3
소멸 대응,15,15,12,0.0188,0.0235,8.0994,4,4,4,11,11,8
내용 주요,8,8,2,0.0031,0.0125,8.0892,4,4,1,4,4,1
사안별 단계별,8,8,2,0.0031,0.0125,8.0892,5,5,1,3,3,1
사업개요 사업기간,8,8,2,0.0031,0.0125,8.0892,3,3,1,5,5,1
숙의기간 기본계획수립,8,8,2,0.0031,0.0125,8.0892,8,8,2,0,0,0
임기중 지속,8,8,2,0.0031,0.0125,8.0892,8,8,2,0,0,0
경쟁력 제고,16,16,14,0.0219,0.025,8.0831,9,9,7,7,7,7
공모 신청,16,16,14,0.0219,0.025,8.0831,8,8,7,8,8,7
본격 가동,16,16,14,0.0219,0.025,8.0831,7,7,5,9,9,9
원도심 상권,16,16,14,0.0219,0.025,8.0831,6,6,5,10,10,9
투자 유도,16,16,14,0.0219,0.025,8.0831,6,6,4,10,10,10
공급 청년,18,18,18,0.0282,0.0282,8.0784,8,8,8,10,10,10
국가철도망 반영,18,18,18,0.0282,0.0282,8.0784,9,9,9,9,9,9
농업 경쟁력,18,18,18,0.0282,0.0282,8.0784,10,10,10,8,8,8
물류 관광,18,18,18,0.0282,0.0282,8.0784,9,9,9,9,9,9
복지 교육,18,18,18,0.0282,0.0282,8.0784,9,9,9,9,9,9
살고 싶은,18,18,18,0.0282,0.0282,8.0784,5,5,5,13,13,13
어르신 돌봄,18,18,18,0.0282,0.0282,8.0784,9,9,9,9,9,9
유치 민간,18,18,18,0.0282,0.0282,8.0784,7,7,7,11,11,11
인구 감소,18,18,18,0.0282,0.0282,8.0784,8,8,8,10,10,10
지역사회 통합돌봄,18,18,18,0.0282,0.0282,8.0784,9,9,9,9,9,9
체험 프로그램,18,18,18,0.0282,0.0282,8.0784,8,8,8,10,10,10
출산 양육,18,18,18,0.0282,0.0282,8.0784,9,9,9,9,9,9
취업 창업,18,18,18,0.0282,0.0282,8.0784,7,7,7,11,11,11
ai 바이오,18,18,18,0.0282,0.0282,8.0784,9,9,9,9,9,9
거점 도약,17,17,16,0.025,0.0266,8.0772,11,11,11,6,6,5
경제적 자립,17,17,16,0.025,0.0266,8.0772,7,7,6,10,10,10
