keyword,count,pledgeCount,candidateCount,candidateRate,countPerCandidate,score,electedCount,electedPledgeCount,electedCandidateCount,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount
사람 잇는,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
산업 다각화,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
서비스 센터,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
서비스 제공함,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
서산 당진,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
선순환 모델,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
선제 발굴,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
설치 근거,4,4,3,0.0047,0.0063,5.6749,4,4,3,0,0,0
성과 달성,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
성과 따라,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
소득 안전망,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
소득증대 기여,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
시공 준공,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
시범 가동,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
시설 상업,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
시스템 단계별,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
신성장 산업,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
신재생에너지 발전,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
아니라 군민,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
안심 시스템,4,4,3,0.0047,0.0063,5.6749,4,4,3,0,0,0
양성 기업,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
어린 보호구역,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
없이 추진하고,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
연차별 분산,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
완성 도심,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
완성 정부,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
요금 인하,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
원도심 신도시,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
원도심 신도심,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
위기 대응하,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
유기적 연결되,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
유치 또한,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
유치 매년,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
육성 수소,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
응급 진료,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
인재 취업,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
인프라 이후,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
인프라 준공,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
일상 안전하고,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
있습니다 따라서,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
전략적 파트너십,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
전용 바우처,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
전용 쉼터,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
전통 제조업,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
제도적 장치,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
지방비 부담,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
지방비 투자,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
지방소멸대응기금 민간투자,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
지방소멸대응기금 특별교부세,4,4,3,0.0047,0.0063,5.6749,4,4,3,0,0,0
지붕 태양광,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
지역균형 발전,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
지역대학 기업,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
지연 사유,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
착수 ai,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
천안 아산,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
철원 연장,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
초기 자본금,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
추진될 있도록,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
추진위 구성,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
추진체계 구성,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
충남 대전,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
치유 웰니스,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
태양광 해상풍력,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
통합 운영체계,4,4,3,0.0047,0.0063,5.6749,4,4,3,0,0,0
통합특별시 협력,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
투자 유치하여,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
특별조정교부금 등을,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
판매 체험,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
패키지 상품화,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
평가 지속,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
프로그램 가동,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
프로젝트 참여,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
핵심 자산,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
핵심 전략,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
혁신 기업,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
혁신 프로젝트,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
현안 해결,4,4,3,0.0047,0.0063,5.6749,2,2,2,2,2,1
협력체계 단계별,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
효율성 높이겠습니다,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
ai 모빌리티,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
ai 벨트,4,4,3,0.0047,0.0063,5.6749,2,2,1,2,2,2
ai 에듀테크,4,4,3,0.0047,0.0063,5.6749,0,0,0,3,3,2
ai ict,4,4,3,0.0047,0.0063,5.6749,3,3,2,0,0,0
it 기술,4,4,3,0.0047,0.0063,5.6749,0,0,0,4,4,3
선순환 구조 만들겠습니다,6,6,5,0.0078,0.0094,5.6027,0,0,0,5,5,4
업무협약 mou 체결,6,6,5,0.0078,0.0094,5.6027,2,2,2,4,4,3
특구 지정 신청,6,6,5,0.0078,0.0094,5.6027,0,0,0,6,6,5
민간 투자 공공,5,5,3,0.0047,0.0078,5.4937,2,2,1,3,3,2
지방 소멸 대응,5,5,3,0.0047,0.0078,5.4937,0,0,0,4,4,2
가공 관광,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
가구 돌봄,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
가구 ai,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
가구당 지급,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
가능 여부,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
가능한 복합,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
가능한 산업,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
가능한 일자리,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
가능한 청년,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
가장 먼저,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
가정 위한,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
가지 않아,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
각종 인허,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
감시 시스템,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
갖추고 있습니다,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
개발 공공,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
개발 산업,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
개발 상권,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
개발 스마트,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
개발 원도심,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
개발 지역경제,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
개발이익 재투자,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
개발제한구역 해제,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
개통 gtx,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
거점 기능,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
거점 센터,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
거점 스마트,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
거점 역할,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
거점 연결,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
거점 연결하,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
거점 확충,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
건강 상태,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
건강 안전,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
건강관리 체계,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
건강한 노후,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
건강한 일상,4,4,4,0.0063,0.0063,5.4834,4,4,4,0,0,0
건립 공공,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
건립 공공형,4,4,4,0.0063,0.0063,5.4834,4,4,4,0,0,0
건립 글로벌,4,4,4,0.0063,0.0063,5.4834,4,4,4,0,0,0
건립 농산물,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
건립 맞춤형,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
건립 문화,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
건립 부지,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
건립 파크골프장,4,4,4,0.0063,0.0063,5.4834,4,4,4,0,0,0
건립 ai,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
건설 따른,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
건설 위한,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
건설계획 반영,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
건의 중앙정부,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
결과 따라,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
결과 따른,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
결정 권한,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
결합한 복합,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
경로당 운영비,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
경쟁력 강화하고,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
경쟁력 높일,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
경쟁력 동시,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
경쟁력 상권,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
경쟁력 전통시장,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
경쟁력 지속,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
경쟁력 청년,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
경쟁력 향상,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
경제 벨트,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
경제 산업,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
경제 소상공인,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
경제 완성,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
경제 중심도시,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
경제 중심지,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
경제 지도,4,4,4,0.0063,0.0063,5.4834,4,4,4,0,0,0
경제 청년,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
경제 플랫폼,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
경제 활성화하고,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
경제 효과,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
경제권 형성,4,4,4,0.0063,0.0063,5.4834,4,4,4,0,0,0
경제적 안정,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
경찰 소방,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
곁에 있는,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
계약 체결,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
계층별 맞춤형,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
고도제한 완화,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
고도화 스마트,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
고등학교 신설,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
고령자 복지주택,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
고령화 인구감소,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
고립 예방,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
고립 은둔,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
고속 건설계획,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
고향사랑 기부금,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
골목 경제,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
골목상권 소비,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
골목상권 지역경제,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
골목상권 특화거리,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
골목상권 활력,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
공간 구조,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
공간 조성하여,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공개 시스템,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
공공 책임지,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
공공시설 관리,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
공공시설 이용,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공공임대주택 건립,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공기 단축,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
공동 개발,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공동 마케팅,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공동 브랜드,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
공동 출자,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
공동체 활동,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공모사업 대규모,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공모사업 발굴,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
공모사업 산업통상자원부,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
공모사업 연계하여,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
공백 제로화,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
공사 착수,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공연 스포츠,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공연장 건립,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
공영주차장 스마트,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
공원 문화,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공유 위한,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
공유재산 심의,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공장 유치,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
공항 항만,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
관광 거점화,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
관광 결합,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
관광 교통,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
관광 물류,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
관광 상업,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
관광 아닌,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
관광 어우러진,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
관광 완성,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
관광 육성,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
관광 중심도시,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
관광 코스,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
관광 편의시설,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
관광 허브,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
관광 혁신,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
관광 ai,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
관광개발 공모사업,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
관광객 이동,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
관광객 체류,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
관광도시 전환,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
관광자원 연계한,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
관광지 개발,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
관리 비용,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
관리 프로그램,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
광역 교통체계,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
광역 접근성,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
광역교통 거점,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
광역교통망 완성,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
광역교통시행계획 반영,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
광역버스 노선,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
광역철도망 확충,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
교육 공모사업,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
교육 관광,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
교육 기관,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
교육 기능,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
교육 대학,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
교육 산업,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
교육 센터,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
교육 스마트,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
교육 시설,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
교육 시스템,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
교육 청소년,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
교육 컨설팅,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
교육도시 육성,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
교육부 교육발전특구,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
교육청 교육부,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
교통 대책,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
교통 상권,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
교통 생활권,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
교통 약자,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
교통 주차,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
교통 취약지역,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
교통 편의성,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
교통량 분석,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
교통문제 해결,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
교통체계 도입,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
교통체계 혁신,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
교통체계 its,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
교통혼잡 완화,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
구간 연결,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
구간 연장,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
구간 확장,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
구민 삶의,4,4,4,0.0063,0.0063,5.4834,4,4,4,0,0,0
구민 직접,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
구성 전문,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
구조 청년,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
구조 혁신,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
구축계획 대도시권,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
구축하여 청년,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
구현 행정,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
국가 거점,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
국가 전략산업,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
국가 지원사업,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
국가 지자체,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
국가 책임,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
국가 핵심,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
국도 국지,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
국방부 국토교통부,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
국책 연구기관,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
국책 유치,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
국토교통부 국가철도공단,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
국토교통부 서울시,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
국토부 환경부,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
군공항 이전,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
군민 매월,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
군민 보장,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
군민 복지,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
군민 생명,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
군민 안전,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
군민 주인인,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
군민 함께하,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
군민 혜택,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
권역별 인프라,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
귀농 귀촌인,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
귀농귀촌 정착,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
귀촌 청년,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
규모 국가,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
규모 대형,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
규모 이상,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
규제 해제,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
균형발전 도모,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
그러나 현재,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
그린 리모델링,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
근로자 전용,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
글로벌 경제,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
글로벌 네트워크,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
글로벌 수준,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
글로컬 상권,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기금 설치,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기금 우선,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
기능 스마트,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
기능 연계한,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기본 소득,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
기본소득 보장,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기술 개발,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기술 교육,4,4,4,0.0063,0.0063,5.4834,4,4,4,0,0,0
기술 보급,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
기술 실증,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
기술 창업,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기업 본사,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
기업 사회공헌,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기업 성장,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기업 연구소,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기업 유입,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기업 전문,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기업 집적,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
기업 참여형,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
기업 협약,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
기업 후원,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
기업 ai,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
기업 mou,4,4,4,0.0063,0.0063,5.4834,3,3,3,0,0,0
기초 인프라,4,4,4,0.0063,0.0063,5.4834,0,0,0,4,4,4
김포 연장,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
꿈을 이루,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
꿈을 키우,4,4,4,0.0063,0.0063,5.4834,0,0,0,3,3,3
내과 외과,4,4,4,0.0063,0.0063,5.4834,2,2,2,2,2,2
