keyword,totalCount,totalPledgeCount,totalCandidateCount,electedCount,electedPledgeCount,electedCandidateCount,electedCountPerCandidate,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount,nonElectedCountPerCandidate,perCandidateDifference,moreObservedIn
관광패스 투어패스,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
관내 대학교,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관리 사업별 분리,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
관한 특례법,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
관한 특별법 시행령,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
광안리 해변,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
광역 인프라,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
광장 재개발,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교육 경비,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교육 넘어,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교육 대상,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교육 삶의,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교육 수요,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교육 신설,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
교육 장비,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교육 장으,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교육비 경감,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교육비 부담 완화,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통 기능,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통 돌봄,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통 보행,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통 사각지대 제로,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통 생태,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통 약자 맞춤형,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통 영향평,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
교통 주권,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통 핵심,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통 현안,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통격차 해소,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통망 인구 유입,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통망 접근성 높이고,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통약자 병원 예약,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
교통카드 이용,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
교통편 증진,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
구간 도로,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
구립 요양시설,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
구성 청소년,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
구조 머물러,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
구조 안전성,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
구청 계약 보조금,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
구청 행정,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
구축계획 확정 고시,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
구축하 목적,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
구축해 청년,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
국가 수소 특화단지,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
국가 예술,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
국가산업단지 반환,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
국가적 차원,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
국가정원 관광객 체류시간,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
국가차원 정책추진,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
국가차원에서 있어,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
국가철 공단,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
국가철도공단 협력,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
국고보조사업 신청,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
국민 있는 온전한,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
국민성장펀드 유치,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
국민연금 자산,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
국비공모 설계,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
국제 규격 경기장,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
국제 정원 박람회,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
국책 연구기관 분원,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
국토부 철도공사 협력체계,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
국회 국토교통위원회,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
군내버스 공영화,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
군위형 모델,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
군유지 무상,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
군이 책임지겠습니다,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
권역 교통,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
귀가 지원하,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
귀농 창업농,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
규모 스포츠 문화행사,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
규제 정비,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
규제개선 성과,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
그린 에너지,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
그린시티 재건축,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
글로벌 복합 리조트,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
글로벌허브도시 특별법 인센티브,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
금융 시스템,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
급격히 증가,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기다림 없는,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기본 운영비 지자체,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
기본소득 시범사업 지속,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기본재산 출연,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기술력 있는,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기업 공동,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기업 민원,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기업 연구비,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기업 프로그램,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기준 복지서비스,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기준가격 이하,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기후 재난,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
기후에너지환경부 긴밀한 업무,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
긴급 시간제,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
긴밀한 업무 협조,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
남구형 주민자율예산제,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
남부권 국가연구단지,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
남해안권 광역급행철,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
납입 원금 시세차익,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
내륙 교통,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
냉난방 시설,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
노동기본권 생활임금,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
노동자 전용 쉼터,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
노량진 수협부지,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
노후 걱정없,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
노후 돌봄,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
노후 정비,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
녹색 인프라,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
논산지역 경제,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
놀이 문화,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농가 소상공인,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농가 에너지,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농로 정비,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농민들 직접,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농민수당 인상,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농식품부 스마트팜 혁신밸리,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농어민 수당 인상,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농업인 소득 증대,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농업인 실태조사 지원체계,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농자재 가격 상승,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
농촌형 교통모델,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
높은 교육,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
누릴수 있는,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
늘어난 관광,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
다각화 성장 동력,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
다세대 고시원,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
다소비 기업,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
다시 살아나기,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
다시 찾는 체류형,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
단계별 착공 개시,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
단계별 투자 재정부담,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
단순 방문형,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
단순 복지,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
단전 보험료,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
단축 교통,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
달빛어린이병원 야간 휴일,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
당위성 설명,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대구경북 통합,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대기 시간 최소화,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대기 시간 획기적,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대기 시스템,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대기 없는 신속한,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대기시간 단축,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대대적 홍보,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대비 부족한,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대상 교육바우처,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대상 돌봄,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대상 주차,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대응 기업,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대응력 제고,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대응하 스마트 학습,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
대표 겨울축제,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대표 먹거리 개발,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대학 대덕특구,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
대학 산업,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대학병원급 의료기관 유치,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대형 재난,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
대형 화물차,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
데이터 센터 유치,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
도로 단절,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
도로 버스,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
도로 보행,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
도로망 정비 원도심,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
도시공간 구조,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
도입 돌봄,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
독거노인 방문,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돈이 안에서,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌보 복지,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌봄 매칭,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌봄 비중,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌봄 식사,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌봄 아닌,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌봄 연결,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌봄 주체,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌봄 쳬계,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌봄 표준,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌봄 혁신,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌봄재단 설립,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
돌파구 찾아야,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
동반성장 모델,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
동시 개선하,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
동의서 징구,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
동행 서비스 전면,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
되고 에너지,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
드론 항공우주,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
등을 관광,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
등을 종합적,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
따른 기업,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
따른 지역상권 세수,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
때에 성립가능함,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
라이딩 고통,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
레포츠 시설,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
로컬 브랜딩,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
마련하 목적,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
마련할 계획입니다,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
마을기금 복지,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
만드 것입니다,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
만드 문화,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
만들어 생활 인구,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
많이 거주하,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
맞는 관광,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
맞춤 교육,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
맞춤형 규제 완화,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
매칭 선도사업,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
메가 파크 골프장,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
메카 자리매김,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
모기지 상환,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
모델 만들어 생활,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
모두 공평한,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
모두 창업,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
모든 세대 공간에서,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
모든 아동,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
모바일 카드형,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
목소리 경청,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
목적별 적립계좌,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
목포역 주거,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
무가선 트램,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
무담보 대출,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
무상 버스,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
무안공항 고속,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
무인기 드론,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
무주택 청년,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
문학관 건립,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
문화 보존,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
문화 소득,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
문화 융복합,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
문화 융합,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
문화 음식,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
문화 접근성 높이고,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
문화 테마,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
문화 혁신,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
물류센터 건립,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
미래동래장학금 역외,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
미래성장 동력,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
미이행 환수,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간 게임사,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간 돌봄,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간 발전사업자,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간 운수업체,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간 자본 효율적,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간 재개발사업,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간 투자 bto,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간 합동개발,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간 후원금,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간 it,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간투자 연계한 복합,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민간투자사업 ppp 유치,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
민관협의체 구성,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
민박 에어비앤비,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민생 경제 안전망,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민원 상담,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
민원 제안,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
민원실 시범,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
밀착 교육,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
반도체 소부장 소재,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
반려동물 공공 진료,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
반환공여구역 미군기지,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
발걸음 가볍게,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
발생지 처리,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
발전 플랜트,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
발행 지원금,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
밤에 살아있,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
방향 유지하면서,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
배달 돌봄,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
배송 플랫폼,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
배수 정비,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
배차시간 조정,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
배출권 수익,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
배터리 기술혁신,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
버스 집중,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
버스비 무료,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
버스요금 무료,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
범용제품 생산,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
법무행정 조정,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
변화 대응하 스마트,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
보건 문화,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
보고서 작성,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
보상 시스템,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
보육 육아,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
보육료 전액,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
보장 복지,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
보장 인프라,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
보조금 비중 상향,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
보조율 상향,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
보행 전면,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
보행교 설치,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복숭아 딸기,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복원 친수공간,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복지 구립,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
복지 넘어,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복지 매칭,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복지 비용,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복지 사각지대 줄일,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복지 생활지원,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복지 실천,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복지 유치,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복지 자산,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복지관 동주민센터,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복지회관 건립,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복합 교육,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복합 수변공간,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
복합도시 개발,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
부담 직접적,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
부대시설 설치,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
부동산 가치,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
부지 새로운 성장,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
부품 장비 특화단지,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
북항 재개발,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
분양 대금 건축비,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
불안정성 심화,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
불편 최소화할,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
불필요 중복,2,2,2,0,0,0,0,2,2,2,0.0051,-0.0051,non-elected
불필요한 지출 정리,2,2,1,0,0,0,0,2,2,1,0.0051,-0.0051,non-elected
